gene_symbol,sex,nAcc_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
LPIN2,female,+,0.27273021508216255,0.13636510754108128,0.8636348924589188,1,0.27273021508216255
LPIN3,female,-,0.5423349782762483,0.7288325108618758,0.27116748913812416,-1,0.5423349782762483
LPL,female,+,0.3976022168480812,0.1988011084240406,0.8011988915759594,1,0.3976022168480812
LPO,female,+,0.21363446145277312,0.10681723072638656,0.8931827692736135,1,0.21363446145277312
LPP,female,+,0.8692525035622096,0.4346262517811048,0.5653737482188952,1,0.8692525035622096
LPXN,female,-,0.9199426184635155,0.5400286907682422,0.4599713092317578,-1,0.9199426184635155
LRAT,female,+,0.29838080809215073,0.14919040404607536,0.8508095959539246,1,0.29838080809215073
LRBA,female,+,0.5654472056138942,0.2827236028069471,0.7172763971930529,1,0.5654472056138942
LRCH1,female,-,0.4579324343676182,0.7710337828161908,0.2289662171838091,-1,0.4579324343676182
LRCH2,female,+,0.4062594469684859,0.20312972348424296,0.796870276515757,1,0.4062594469684859
LRCH3,female,-,0.21974351010926263,0.8901282449453687,0.10987175505463131,-1,0.21974351010926263
LRCH4,female,-,0.3903705830627635,0.8048147084686182,0.19518529153138175,-1,0.3903705830627635
LRCOL1,female,-,0.954552233006602,0.522723883496699,0.477276116503301,-1,0.954552233006602
LRFN1,female,+,0.16035273430421035,0.08017636715210517,0.9198236328478948,1,0.16035273430421035
LRFN2,female,+,0.4942464660801412,0.2471232330400706,0.7528767669599294,1,0.4942464660801412
LRFN3,female,+,0.20014315198448102,0.10007157599224051,0.8999284240077595,1,0.20014315198448102
LRFN4,female,+,0.9955409766431287,0.49777048832156434,0.5022295116784357,1,0.9955409766431287
LRFN5,female,+,0.7672081227671066,0.3836040613835533,0.6163959386164467,1,0.7672081227671066
LRG1,female,-,0.45069882132265576,0.7746505893386721,0.22534941066132788,-1,0.45069882132265576
LRGUK,female,+,0.8746897290932029,0.43734486454660143,0.5626551354533986,1,0.8746897290932029
LRIF1,female,-,0.8264510002384122,0.5867744998807939,0.4132255001192061,-1,0.8264510002384122
LRIG1,female,+,0.8670575335152024,0.4335287667576012,0.5664712332423988,1,0.8670575335152024
LRIG2,female,-,0.49310038864876127,0.7534498056756194,0.24655019432438063,-1,0.49310038864876127
LRIG3,female,-,0.17192681952896302,0.9140365902355184,0.08596340976448151,-1,0.17192681952896302
LRIT1,female,-,0.34092349046707393,0.829538254766463,0.17046174523353697,-1,0.34092349046707393
LRIT2,female,+,0.2262106396098418,0.1131053198049209,0.8868946801950791,1,0.2262106396098418
LRIT3,female,+,0.6561414388424645,0.3280707194212322,0.6719292805787678,1,0.6561414388424645
LRMP,female,+,0.5588038726646612,0.2794019363323306,0.7205980636676694,1,0.5588038726646612
LRP1,female,-,0.7987194957363737,0.6006402521318132,0.39935974786818684,-1,0.7987194957363737
LRP10,female,-,0.6477366097677543,0.6761316951161229,0.32386830488387713,-1,0.6477366097677543
LRP11,female,+,0.3655658956644285,0.18278294783221424,0.8172170521677857,1,0.3655658956644285
LRP12,female,+,0.542851888697301,0.2714259443486505,0.7285740556513495,1,0.542851888697301
LRP1B,female,+,0.7636431364271218,0.3818215682135609,0.6181784317864392,1,0.7636431364271218
LRP2,female,-,0.02317675918093327,0.9884116204095333,0.011588379590466635,-1,0.02317675918093327
LRP2BP,female,+,0.9467237898740136,0.4733618949370068,0.5266381050629931,1,0.9467237898740136
LRP3,female,+,0.23581895353082802,0.11790947676541401,0.8820905232345859,1,0.23581895353082802
LRP4,female,-,0.2475179968792625,0.8762410015603688,0.12375899843963124,-1,0.2475179968792625
LRP5,female,-,0.10911794343831976,0.9454410282808401,0.05455897171915988,-1,0.10911794343831976
LRP5L,female,-,0.47276557432847166,0.7636172128357641,0.23638278716423583,-1,0.47276557432847166
LRP6,female,-,0.9820539101676009,0.5089730449161995,0.49102695508380045,-1,0.9820539101676009
LRP8,female,-,0.48324377931762774,0.7583781103411862,0.24162188965881387,-1,0.48324377931762774
LRPAP1,female,+,0.31178310397828696,0.15589155198914348,0.8441084480108565,1,0.31178310397828696
LRPPRC,female,+,0.5370980933103209,0.26854904665516044,0.7314509533448396,1,0.5370980933103209
LRR1,female,-,0.42223869567638883,0.7888806521618056,0.21111934783819442,-1,0.42223869567638883
LRRC1,female,-,0.7095315260346912,0.6452342369826545,0.3547657630173456,-1,0.7095315260346912
LRRC10,female,-,0.16222245080376901,0.9188887745981155,0.081111225401884507,-1,0.16222245080376901
LRRC10B,female,+,0.07524794327383988,0.03762397163691994,0.96237602836308,1,0.07524794327383988
LRRC14,female,+,0.610370528869361,0.3051852644346805,0.6948147355653195,1,0.610370528869361
LRRC14B,female,+,0.18453062116639654,0.09226531058319827,0.9077346894168018,1,0.18453062116639654
LRRC15,female,+,0.17281318074954835,0.08640659037477418,0.9135934096252258,1,0.17281318074954835
LRRC16A,female,-,0.2368745404102712,0.8815627297948644,0.1184372702051356,-1,0.2368745404102712
LRRC17,female,-,0.5537138155001007,0.7231430922499497,0.27685690775005034,-1,0.5537138155001007
LRRC18,female,+,0.5298088753872106,0.2649044376936053,0.7350955623063947,1,0.5298088753872106
LRRC19,female,-,0.6571932401699994,0.6714033799150003,0.3285966200849997,-1,0.6571932401699994
LRRC2,female,+,0.9329311184771882,0.4664655592385941,0.5335344407614059,1,0.9329311184771882
LRRC20,female,+,0.0831305468701497,0.04156527343507485,0.9584347265649251,1,0.0831305468701497
LRRC23,female,+,0.48697088853684134,0.24348544426842067,0.7565145557315793,1,0.48697088853684134
LRRC24,female,-,0.5077379072384087,0.7461310463807956,0.25386895361920436,-1,0.5077379072384087
LRRC25,female,-,0.8079698061809834,0.5960150969095084,0.4039849030904917,-1,0.8079698061809834
LRRC26,female,+,0.4909617780892369,0.24548088904461846,0.7545191109553815,1,0.4909617780892369
LRRC27,female,+,0.5005747332375635,0.25028736661878176,0.7497126333812183,1,0.5005747332375635
LRRC28,female,+,0.5337126905642,0.2668563452821,0.7331436547179,1,0.5337126905642
LRRC29,female,-,0.5920166892038621,0.703991655398069,0.29600834460193104,-1,0.5920166892038621
LRRC3,female,-,0.1363090993182709,0.9318454503408645,0.06815454965913545,-1,0.1363090993182709
LRRC30,female,-,0.7228810089813804,0.6385594955093098,0.3614405044906902,-1,0.7228810089813804
LRRC31,female,+,0.7623211644106427,0.38116058220532134,0.6188394177946787,1,0.7623211644106427
LRRC32,female,+,0.4889980255050965,0.24449901275254826,0.7555009872474517,1,0.4889980255050965
LRRC34,female,+,0.659934868737913,0.3299674343689565,0.6700325656310435,1,0.659934868737913
LRRC34P1,female,+,0.9869940395663803,0.49349701978319016,0.5065029802168098,1,0.9869940395663803
LRRC34P2,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
LRRC36,female,-,0.7617786762062148,0.6191106618968927,0.3808893381031074,-1,0.7617786762062148
LRRC37A,female,-,0.30052406071134274,0.8497379696443286,0.15026203035567137,-1,0.30052406071134274
LRRC37A11P,female,-,0.7295462706466649,0.6352268646766676,0.36477313532333244,-1,0.7295462706466649
LRRC37A12P,female,-,0.38317457326226095,0.8084127133688696,0.19158728663113048,-1,0.38317457326226095
LRRC37A13P,female,+,0.18226485976724038,0.09113242988362019,0.9088675701163798,1,0.18226485976724038
LRRC37A14P,female,+,0.7751397087674967,0.38756985438374836,0.6124301456162516,1,0.7751397087674967
LRRC37A15P,female,-,0.08780471367067308,0.9560976431646634,0.04390235683533654,-1,0.08780471367067308
LRRC37A16P,female,-,0.6765960014501822,0.6617019992749089,0.3382980007250911,-1,0.6765960014501822
LRRC37A17P,female,+,0.9781649620753265,0.4890824810376633,0.5109175189623367,1,0.9781649620753265
LRRC37A2,female,-,0.09067176914504443,0.9546641154274778,0.04533588457252222,-1,0.09067176914504443
LRRC37A3,female,-,0.29576341952893426,0.8521182902355329,0.14788170976446713,-1,0.29576341952893426
LRRC37A4P,female,-,0.8573455837395851,0.5713272081302074,0.42867279186979257,-1,0.8573455837395851
LRRC37A5P,female,-,0.6307851493604333,0.6846074253197834,0.31539257468021664,-1,0.6307851493604333
LRRC37A6P,female,-,0.17083434433099412,0.914582827834503,0.08541717216549706,-1,0.17083434433099412
LRRC37A7P,female,-,0.7020322756830091,0.6489838621584955,0.35101613784150454,-1,0.7020322756830091
LRRC37A9P,female,-,0.22615226750839892,0.8869238662458006,0.11307613375419946,-1,0.22615226750839892
LRRC37B,female,-,0.5526811293924985,0.7236594353037508,0.27634056469624924,-1,0.5526811293924985
LRRC37BP1,female,+,0.903344581702452,0.451672290851226,0.5483277091487739,1,0.903344581702452
LRRC38,female,-,0.6385415524523568,0.6807292237738216,0.3192707762261784,-1,0.6385415524523568
LRRC39,female,-,0.23799644434570852,0.8810017778271457,0.11899822217285426,-1,0.23799644434570852
LRRC3B,female,+,0.8915235981632251,0.44576179908161256,0.5542382009183875,1,0.8915235981632251
LRRC3C,female,+,0.37523334067779723,0.18761667033889862,0.8123833296611014,1,0.37523334067779723
LRRC4,female,+,0.7512606724341521,0.37563033621707603,0.6243696637829239,1,0.7512606724341521
LRRC40,female,+,0.5324234222708022,0.2662117111354011,0.7337882888645989,1,0.5324234222708022
LRRC41,female,+,0.6027791707243262,0.3013895853621631,0.6986104146378369,1,0.6027791707243262
LRRC42,female,-,0.6025310675222493,0.6987344662388754,0.30126553376112464,-1,0.6025310675222493
LRRC43,female,+,0.5629184900426478,0.2814592450213239,0.7185407549786761,1,0.5629184900426478
LRRC45,female,-,0.4722821548549839,0.7638589225725081,0.23614107742749196,-1,0.4722821548549839
LRRC46,female,+,0.7269579289774316,0.3634789644887158,0.63652103551128425,1,0.7269579289774316
LRRC47,female,+,0.6271491549342789,0.31357457746713946,0.6864254225328605,1,0.6271491549342789
LRRC49,female,+,0.44452856313894973,0.22226428156947486,0.7777357184305251,1,0.44452856313894973
LRRC4B,female,+,0.1365654909863769,0.06828274549318845,0.9317172545068115,1,0.1365654909863769
LRRC4C,female,+,0.6377052284400172,0.3188526142200086,0.6811473857799915,1,0.6377052284400172
LRRC52,female,-,0.18228115658035093,0.9088594217098245,0.09114057829017547,-1,0.18228115658035093
LRRC53,female,-,0.5133750336265124,0.7433124831867438,0.2566875168132562,-1,0.5133750336265124
LRRC55,female,+,0.04333279352025955,0.021666396760129776,0.9783336032398703,1,0.04333279352025955
LRRC56,female,+,0.9231872976308653,0.46159364881543263,0.5384063511845674,1,0.9231872976308653
LRRC57,female,+,0.9939327835790132,0.4969663917895066,0.5030336082104934,1,0.9939327835790132
LRRC58,female,+,0.6853003183860277,0.34265015919301384,0.6573498408069862,1,0.6853003183860277
LRRC59,female,+,0.44050302255909807,0.22025151127954903,0.779748488720451,1,0.44050302255909807
LRRC6,female,+,0.7109072583958187,0.35545362919790935,0.6445463708020907,1,0.7109072583958187
LRRC61,female,+,0.33409868158976275,0.16704934079488137,0.8329506592051186,1,0.33409868158976275
LRRC63,female,-,0.05626313400773035,0.9718684329961349,0.028131567003865175,-1,0.05626313400773035
LRRC66,female,-,0.2864837196998391,0.8567581401500804,0.14324185984991955,-1,0.2864837196998391
LRRC69,female,-,0.5125018033129214,0.7437490983435393,0.2562509016564607,-1,0.5125018033129214
LRRC6P1,female,+,0.7874500402514699,0.39372502012573496,0.606274979874265,1,0.7874500402514699
LRRC7,female,+,0.640892178992027,0.3204460894960135,0.6795539105039865,1,0.640892178992027
LRRC70,female,+,0.8221451716421588,0.4110725858210794,0.5889274141789206,1,0.8221451716421588
LRRC71,female,-,0.6814429193660095,0.6592785403169952,0.34072145968300477,-1,0.6814429193660095
LRRC72,female,+,0.5784795955515187,0.28923979777575937,0.7107602022242406,1,0.5784795955515187
LRRC73,female,+,0.42479760925862936,0.21239880462931468,0.7876011953706853,1,0.42479760925862936
LRRC74A,female,-,0.9657723773740192,0.5171138113129904,0.4828861886870096,-1,0.9657723773740192
LRRC74B,female,+,0.5860817037031223,0.29304085185156115,0.7069591481484389,1,0.5860817037031223
LRRC75A,female,-,0.23385201271434758,0.8830739936428262,0.11692600635717379,-1,0.23385201271434758
LRRC75B,female,-,0.43564485180007145,0.7821775740999642,0.21782242590003573,-1,0.43564485180007145
LRRC8A,female,+,0.6354965702827585,0.31774828514137926,0.6822517148586207,1,0.6354965702827585
LRRC8B,female,+,0.6014284772081879,0.30071423860409396,0.699285761395906,1,0.6014284772081879
LRRC8C,female,-,0.9479719894982844,0.5260140052508577,0.4739859947491422,-1,0.9479719894982844
LRRC8D,female,+,0.7403800836417628,0.3701900418208814,0.6298099581791186,1,0.7403800836417628
LRRC8E,female,-,0.199690095172097,0.9001549524139515,0.0998450475860485,-1,0.199690095172097
LRRC9,female,+,0.3015377366516443,0.15076886832582215,0.8492311316741779,1,0.3015377366516443
LRRCC1,female,+,0.9651094306402423,0.4825547153201212,0.5174452846798788,1,0.9651094306402423
LRRD1,female,-,0.280182373484308,0.859908813257846,0.140091186742154,-1,0.280182373484308
LRRFIP1,female,+,0.7795746809751332,0.3897873404875666,0.6102126595124334,1,0.7795746809751332
LRRFIP1P1,female,+,0.3726678035358664,0.1863339017679332,0.8136660982320668,1,0.3726678035358664
LRRFIP2,female,-,0.6801223288846412,0.6599388355576794,0.3400611644423206,-1,0.6801223288846412
LRRIQ1,female,+,0.251158228313708,0.125579114156854,0.874420885843146,1,0.251158228313708
LRRIQ3,female,+,0.21857781098672335,0.10928890549336168,0.8907110945066383,1,0.21857781098672335
LRRIQ4,female,-,0.36455648888681724,0.8177217555565914,0.18227824444340862,-1,0.36455648888681724
LRRK1,female,-,0.9295913709998705,0.5352043145000647,0.4647956854999353,-1,0.9295913709998705
LRRK2,female,-,0.9545810994902219,0.522709450254889,0.4772905497451109,-1,0.9545810994902219
LRRN1,female,-,0.8219097704671977,0.5890451147664011,0.41095488523359885,-1,0.8219097704671977
LRRN2,female,+,0.7716102099079248,0.3858051049539624,0.6141948950460376,1,0.7716102099079248
LRRN3,female,+,0.8866135830246755,0.44330679151233776,0.5566932084876622,1,0.8866135830246755
LRRN4,female,+,0.07164309134983156,0.03582154567491578,0.9641784543250842,1,0.07164309134983156
LRRN4CL,female,+,0.9043309913350932,0.4521654956675466,0.5478345043324534,1,0.9043309913350932
LRRTM1,female,+,0.3582682210864274,0.1791341105432137,0.8208658894567863,1,0.3582682210864274
LRRTM2,female,+,0.4837631939344317,0.24188159696721584,0.7581184030327841,1,0.4837631939344317
LRRTM3,female,+,0.6227148756832435,0.31135743784162173,0.6886425621583783,1,0.6227148756832435
LRRTM4,female,-,0.6941408664508426,0.6529295667745787,0.3470704332254213,-1,0.6941408664508426
LRSAM1,female,+,0.828001621952285,0.4140008109761425,0.5859991890238575,1,0.828001621952285
LRTM1,female,-,0.9899985571684196,0.5050007214157902,0.4949992785842098,-1,0.9899985571684196
LRTM2,female,+,0.07493863323574555,0.037469316617872776,0.9625306833821272,1,0.07493863323574555
LRTOMT,female,-,0.7428163106292868,0.6285918446853567,0.3714081553146434,-1,0.7428163106292868
LRWD1,female,+,0.5249550294344023,0.26247751471720115,0.7375224852827988,1,0.5249550294344023
LSAMP,female,-,0.764970287291621,0.6175148563541895,0.3824851436458105,-1,0.764970287291621
LSG1,female,+,0.4587308445432927,0.22936542227164636,0.7706345777283536,1,0.4587308445432927
LSM1,female,-,0.9080845035645518,0.545957748217724,0.4540422517822759,-1,0.9080845035645518
LSM10,female,-,0.8614609367526392,0.5692695316236804,0.4307304683763196,-1,0.8614609367526392
LSM11,female,+,0.9466127658219854,0.4733063829109927,0.5266936170890073,1,0.9466127658219854
LSM12,female,+,0.7580140096820946,0.3790070048410473,0.6209929951589527,1,0.7580140096820946
LSM12P1,female,-,0.6660920035551322,0.666953998222434,0.3330460017775661,-1,0.6660920035551322
LSM14A,female,+,0.5724662329201065,0.2862331164600532,0.7137668835399468,1,0.5724662329201065
LSM14B,female,+,0.500594248214566,0.250297124107283,0.749702875892717,1,0.500594248214566
LSM1P1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LSM1P2,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
LSM2,female,+,0.7560771090228366,0.3780385545114183,0.6219614454885817,1,0.7560771090228366
LSM3,female,-,0.6418312572601825,0.6790843713699087,0.32091562863009127,-1,0.6418312572601825
LSM3P2,female,+,0.5523575646237016,0.2761787823118508,0.7238212176881492,1,0.5523575646237016
LSM3P3,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LSM3P4,female,+,0.3033853837684631,0.15169269188423154,0.8483073081157685,1,0.3033853837684631
LSM3P5,female,+,0.15287020330011933,0.07643510165005966,0.9235648983499403,1,0.15287020330011933
LSM4,female,+,0.9438922684359115,0.4719461342179557,0.5280538657820443,1,0.9438922684359115
LSM5,female,+,0.9858233017303548,0.4929116508651774,0.5070883491348226,1,0.9858233017303548
LSM6,female,-,0.5132057463713848,0.7433971268143076,0.2566028731856924,-1,0.5132057463713848
LSM6P2,female,-,0.3258017997931687,0.8370991001034156,0.16290089989658435,-1,0.3258017997931687
LSM7,female,-,0.4491510887689295,0.7754244556155352,0.22457554438446475,-1,0.4491510887689295
LSM8,female,-,0.5038670188458352,0.7480664905770824,0.2519335094229176,-1,0.5038670188458352
LSMEM1,female,-,0.3762369495418849,0.8118815252290575,0.18811847477094246,-1,0.3762369495418849
LSMEM2,female,-,0.13006319351320608,0.934968403243397,0.06503159675660304,-1,0.13006319351320608
LSP1,female,+,0.9872996794913714,0.4936498397456857,0.5063501602543143,1,0.9872996794913714
LSP1P1,female,+,0.5651121793358956,0.2825560896679478,0.7174439103320522,1,0.5651121793358956
LSP1P2,female,-,0.16255254036672612,0.918723729816637,0.08127627018336306,-1,0.16255254036672612
LSP1P3,female,-,0.4315334993461322,0.7842332503269339,0.2157667496730661,-1,0.4315334993461322
LSR,female,-,0.5292609410137779,0.7353695294931111,0.2646304705068889,-1,0.5292609410137779
LSS,female,-,0.45936361187378316,0.7703181940631084,0.22968180593689158,-1,0.45936361187378316
LST1,female,-,0.33914130237357704,0.8304293488132115,0.16957065118678852,-1,0.33914130237357704
