gene_symbol,sex,nAcc_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
AC005154.8,male,-,0.48740087854797964,0.7562995607260101,0.24370043927398982,-1,0.48740087854797964
AC005176.1,male,+,0.9268234720450995,0.46341173602254976,0.5365882639774502,1,0.9268234720450995
AC005176.2,male,+,0.33672010416695397,0.16836005208347699,0.8316399479165231,1,0.33672010416695397
AC005176.3,male,-,0.8002056197887489,0.5998971901056256,0.40010280989437447,-1,0.8002056197887489
AC005178.1,male,+,0.8693264296686382,0.4346632148343191,0.565336785165681,1,0.8693264296686382
AC005189.6,male,+,0.8947035268297256,0.4473517634148628,0.5526482365851372,1,0.8947035268297256
AC005229.5,male,+,0.5833213212084956,0.2916606606042478,0.7083393393957522,1,0.5833213212084956
AC005229.7,male,+,0.5368007049694221,0.26840035248471106,0.7315996475152889,1,0.5368007049694221
AC005237.2,male,+,0.9744305422742466,0.4872152711371233,0.5127847288628766,1,0.9744305422742466
AC005251.3,male,+,0.22388276744369992,0.11194138372184996,0.88805861627815,1,0.22388276744369992
AC005255.3,male,+,0.07580325498114533,0.037901627490572666,0.9620983725094273,1,0.07580325498114533
AC005255.5,male,+,0.35441598654255635,0.17720799327127817,0.8227920067287218,1,0.35441598654255635
AC005255.6,male,+,0.945203972098975,0.4726019860494875,0.5273980139505126,1,0.945203972098975
AC005262.4,male,+,0.7281055369586873,0.36405276847934365,0.6359472315206564,1,0.7281055369586873
AC005281.1,male,+,0.3741904227261057,0.18709521136305285,0.8129047886369472,1,0.3741904227261057
AC005300.5,male,+,0.8409808464366334,0.4204904232183167,0.5795095767816834,1,0.8409808464366334
AC005307.3,male,-,0.38037373705872535,0.8098131314706374,0.19018686852936267,-1,0.38037373705872535
AC005336.4,male,-,0.004636051004982724,0.9976819744975086,0.002318025502491362,-1,0.004636051004982724
AC005336.5,male,-,0.7135779331715646,0.6432110334142177,0.3567889665857823,-1,0.7135779331715646
AC005351.1,male,+,0.2637941699400455,0.13189708497002275,0.8681029150299773,1,0.2637941699400455
AC005357.1,male,+,0.5723831970423068,0.2861915985211534,0.7138084014788466,1,0.5723831970423068
AC005363.9,male,-,0.05174535349906077,0.9741273232504697,0.025872676749530386,-1,0.05174535349906077
AC005477.1,male,+,0.8446965239927164,0.4223482619963582,0.5776517380036418,1,0.8446965239927164
AC005480.1,male,-,0.006604363792707838,0.9966978181036461,0.003302181896353919,-1,0.006604363792707838
AC005488.11,male,+,0.13173333464798762,0.06586666732399381,0.9341333326760062,1,0.13173333464798762
AC005517.3,male,-,0.579549855325965,0.7102250723370175,0.2897749276629825,-1,0.579549855325965
AC005522.6,male,+,0.499434084477661,0.2497170422388305,0.7502829577611695,1,0.499434084477661
AC005534.6,male,-,0.10328836580882728,0.9483558170955864,0.05164418290441364,-1,0.10328836580882728
AC005539.2,male,+,0.06139601287489278,0.03069800643744639,0.9693019935625535,1,0.06139601287489278
AC005559.3,male,-,0.7393984036794922,0.630300798160254,0.3696992018397461,-1,0.7393984036794922
AC005588.2,male,-,0.37267873746585956,0.8136606312670702,0.18633936873292978,-1,0.37267873746585956
AC005609.2,male,+,0.4899627352956135,0.24498136764780676,0.7550186323521932,1,0.4899627352956135
AC005626.3,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
AC005682.6,male,+,0.6993801918062386,0.3496900959031193,0.6503099040968807,1,0.6993801918062386
AC005722.4,male,+,0.25256207823257115,0.12628103911628558,0.8737189608837144,1,0.25256207823257115
AC005730.2,male,-,0.4498596708928101,0.7750701645535949,0.22492983544640505,-1,0.4498596708928101
AC005740.3,male,-,0.030208965231137332,0.9848955173844313,0.015104482615568666,-1,0.030208965231137332
AC005740.4,male,-,0.8633243762454573,0.5683378118772713,0.43166218812272866,-1,0.8633243762454573
AC005741.2,male,+,0.8798468702454239,0.4399234351227119,0.5600765648772881,1,0.8798468702454239
AC005752.10,male,+,0.44361279397728426,0.22180639698864213,0.7781936030113579,1,0.44361279397728426
AC005758.1,male,+,0.6490180950178956,0.3245090475089478,0.6754909524910522,1,0.6490180950178956
AC005776.1,male,+,0.0755966639571917,0.03779833197859585,0.9622016680214042,1,0.0755966639571917
AC005777.3,male,+,0.587270102375671,0.2936350511878355,0.7063649488121645,1,0.587270102375671
AC005779.2,male,-,0.9708393687232879,0.514580315638356,0.48541968436164395,-1,0.9708393687232879
AC005786.3,male,+,0.9444326823459268,0.4722163411729634,0.5277836588270366,1,0.9444326823459268
AC005794.1,male,-,0.6970277058394305,0.6514861470802847,0.34851385291971526,-1,0.6970277058394305
AC005795.1,male,-,0.48070809989842656,0.7596459500507867,0.24035404994921328,-1,0.48070809989842656
AC005822.1,male,-,0.8204550591993319,0.589772470400334,0.41022752959966596,-1,0.8204550591993319
AC005838.2,male,+,0.6569513673994078,0.3284756836997039,0.6715243163002961,1,0.6569513673994078
AC005943.2,male,-,0.5614116695465501,0.719294165226725,0.28070583477327504,-1,0.5614116695465501
AC006011.4,male,-,0.08065745417508045,0.9596712729124598,0.04032872708754023,-1,0.08065745417508045
AC006014.7,male,-,0.04961069575442772,0.9751946521227862,0.02480534787721386,-1,0.04961069575442772
AC006014.8,male,+,0.1136115469225546,0.0568057734612773,0.9431942265387228,1,0.1136115469225546
AC006022.4,male,-,0.4908000159751861,0.7545999920124069,0.24540000798759304,-1,0.4908000159751861
AC006026.1,male,-,0.5599219506467592,0.7200390246766204,0.2799609753233796,-1,0.5599219506467592
AC006026.12,male,+,0.08576920783872179,0.04288460391936089,0.9571153960806391,1,0.08576920783872179
AC006026.9,male,+,0.6107027225321159,0.30535136126605794,0.6946486387339421,1,0.6107027225321159
AC006028.11,male,+,0.751450993420502,0.375725496710251,0.624274503289749,1,0.751450993420502
AC006033.22,male,+,0.8398450139734991,0.41992250698674954,0.5800774930132504,1,0.8398450139734991
AC006042.8,male,+,0.7156011606768546,0.3578005803384273,0.6421994196615727,1,0.7156011606768546
AC006070.12,male,+,0.629592314800572,0.314796157400286,0.685203842599714,1,0.629592314800572
AC006077.4,male,+,0.8498962048435474,0.4249481024217737,0.5750518975782263,1,0.8498962048435474
AC006115.6,male,-,0.8973145379261719,0.5513427310369141,0.44865726896308594,-1,0.8973145379261719
AC006116.13,male,-,0.10824721869968608,0.9458763906501569,0.05412360934984304,-1,0.10824721869968608
AC006116.14,male,+,0.6626078572510047,0.33130392862550234,0.6686960713744976,1,0.6626078572510047
AC006116.20,male,-,0.5127261825087472,0.7436369087456264,0.2563630912543736,-1,0.5127261825087472
AC006116.22,male,-,0.11514022638276619,0.9424298868086168,0.057570113191383096,-1,0.11514022638276619
AC006116.27,male,-,0.45650577957500493,0.7717471102124975,0.22825288978750247,-1,0.45650577957500493
AC006130.4,male,+,0.7033184197098188,0.3516592098549094,0.6483407901450906,1,0.7033184197098188
AC006133.3,male,+,0.8809613385958321,0.44048066929791607,0.5595193307020839,1,0.8809613385958321
AC006133.7,male,-,0.9100643174418219,0.544967841279089,0.45503215872091096,-1,0.9100643174418219
AC006153.3,male,+,0.40154593977577435,0.20077296988788718,0.7992270301121128,1,0.40154593977577435
AC006160.8,male,+,0.9973504503887163,0.49867522519435814,0.5013247748056419,1,0.9973504503887163
AC006195.2,male,-,0.8795096456170017,0.5602451771914991,0.43975482280850087,-1,0.8795096456170017
AC006262.11,male,-,0.9938583755912679,0.5030708122043661,0.49692918779563394,-1,0.9938583755912679
AC006326.3,male,-,0.8131032239930744,0.5934483880034628,0.4065516119965372,-1,0.8131032239930744
AC006328.1,male,+,0.6891980400567508,0.3445990200283754,0.6554009799716246,1,0.6891980400567508
AC006328.9,male,-,0.853069549310058,0.573465225344971,0.426534774655029,-1,0.853069549310058
AC006335.10,male,+,0.9391947487430108,0.4695973743715054,0.5304026256284946,1,0.9391947487430108
AC006335.11,male,+,0.1298887126042064,0.0649443563021032,0.9350556436978967,1,0.1298887126042064
AC006335.2,male,+,0.02918470940230231,0.014592354701151155,0.9854076452988488,1,0.02918470940230231
AC006335.6,male,+,0.5154198199415876,0.2577099099707938,0.7422900900292062,1,0.5154198199415876
AC006355.3,male,+,0.029155984804328534,0.014577992402164267,0.9854220075978357,1,0.029155984804328534
AC006366.3,male,+,0.36518660068404696,0.18259330034202348,0.8174066996579765,1,0.36518660068404696
AC006386.1,male,-,0.6894074810291824,0.6552962594854088,0.3447037405145912,-1,0.6894074810291824
AC006390.4,male,+,0.6881727830688225,0.34408639153441123,0.6559136084655888,1,0.6881727830688225
AC006427.2,male,+,0.8552246504004549,0.42761232520022746,0.5723876747997725,1,0.8552246504004549
AC006445.1,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
AC006445.6,male,-,0.33944532691593154,0.8302773365420342,0.16972266345796577,-1,0.33944532691593154
AC006445.7,male,-,0.8170815995593956,0.5914592002203022,0.4085407997796978,-1,0.8170815995593956
AC006449.1,male,+,0.19917103335631864,0.09958551667815932,0.9004144833218407,1,0.19917103335631864
AC006449.2,male,+,0.19917103335631864,0.09958551667815932,0.9004144833218407,1,0.19917103335631864
AC006461.2,male,-,0.3689825875297107,0.8155087062351447,0.18449129376485535,-1,0.3689825875297107
AC006466.5,male,-,0.35167639168895415,0.824161804155523,0.17583819584447707,-1,0.35167639168895415
AC006483.5,male,-,0.870971907999057,0.5645140460004715,0.4354859539995285,-1,0.870971907999057
AC006486.9,male,-,0.25700033588430843,0.8714998320578458,0.12850016794215421,-1,0.25700033588430843
AC006499.1,male,+,0.43572640609630686,0.21786320304815343,0.7821367969518466,1,0.43572640609630686
AC006499.2,male,-,0.5784307188953693,0.7107846405523153,0.2892153594476847,-1,0.5784307188953693
AC006499.3,male,-,0.49894836163446465,0.7505258191827677,0.24947418081723233,-1,0.49894836163446465
AC006499.4,male,-,0.5784307188953693,0.7107846405523153,0.2892153594476847,-1,0.5784307188953693
AC006499.5,male,+,0.5841033272382223,0.29205166361911117,0.7079483363808888,1,0.5841033272382223
AC006499.6,male,+,0.8194807030020286,0.4097403515010143,0.5902596484989857,1,0.8194807030020286
AC006499.7,male,+,0.916868841534885,0.4584344207674425,0.5415655792325575,1,0.916868841534885
AC006499.9,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
AC006509.4,male,-,0.3106758662830541,0.844662066858473,0.15533793314152705,-1,0.3106758662830541
AC006509.7,male,+,0.27494575395903736,0.13747287697951868,0.8625271230204813,1,0.27494575395903736
AC006538.4,male,-,0.4914368938675646,0.7542815530662177,0.2457184469337823,-1,0.4914368938675646
AC006539.2,male,+,0.8161993179344228,0.4080996589672114,0.5919003410327885,1,0.8161993179344228
AC006539.3,male,-,0.3355794521668416,0.8322102739165792,0.1677897260834208,-1,0.3355794521668416
AC006539.6,male,+,0.7441111677908724,0.3720555838954362,0.6279444161045638,1,0.7441111677908724
AC006548.19,male,+,0.7949027146402805,0.39745135732014025,0.6025486426798597,1,0.7949027146402805
AC006548.26,male,+,0.36060805320395906,0.18030402660197953,0.8196959733980205,1,0.36060805320395906
AC006946.12,male,-,0.3508349447439729,0.8245825276280135,0.17541747237198646,-1,0.3508349447439729
AC006960.5,male,+,0.09363744510538688,0.04681872255269344,0.9531812774473066,1,0.09363744510538688
AC006978.6,male,+,0.4394823127756796,0.2197411563878398,0.7802588436121602,1,0.4394823127756796
AC006987.4,male,-,0.1339970828509578,0.9330014585745211,0.0669985414254789,-1,0.1339970828509578
AC006987.5,male,-,0.8939643299177007,0.5530178350411497,0.44698216495885035,-1,0.8939643299177007
AC006987.6,male,-,0.6637556765716303,0.6681221617141848,0.33187783828581513,-1,0.6637556765716303
AC006989.2,male,+,0.7647490677726002,0.3823745338863001,0.6176254661137,1,0.7647490677726002
AC006994.1,male,-,0.12181051180113031,0.9390947440994348,0.060905255900565156,-1,0.12181051180113031
AC006994.3,male,-,0.9489275497087983,0.5255362251456008,0.47446377485439917,-1,0.9489275497087983
AC007000.10,male,+,0.3366228839101021,0.16831144195505104,0.8316885580449489,1,0.3366228839101021
AC007016.3,male,+,0.344154690424023,0.1720773452120115,0.8279226547879885,1,0.344154690424023
AC007040.11,male,+,0.06660557162395149,0.033302785811975745,0.9666972141880242,1,0.06660557162395149
AC007041.2,male,+,0.7078808787147833,0.35394043935739167,0.6460595606426083,1,0.7078808787147833
AC007064.22,male,+,0.9335949314883053,0.46679746574415265,0.5332025342558473,1,0.9335949314883053
AC007064.25,male,-,0.5069980595580676,0.7465009702209662,0.2534990297790338,-1,0.5069980595580676
AC007064.29,male,-,0.9999588734691454,0.5000205632654273,0.4999794367345727,-1,0.9999588734691454
AC007115.3,male,+,0.6728388445923381,0.33641942229616906,0.6635805777038309,1,0.6728388445923381
AC007136.1,male,-,0.9444782067126352,0.5277608966436824,0.4722391033563176,-1,0.9444782067126352
AC007163.1,male,-,0.4976179164962299,0.751191041751885,0.24880895824811494,-1,0.4976179164962299
AC007192.4,male,-,0.2799243086634193,0.8600378456682903,0.13996215433170964,-1,0.2799243086634193
AC007204.3,male,+,0.1655450408403832,0.0827725204201916,0.9172274795798083,1,0.1655450408403832
AC007228.8,male,+,0.031883267034529095,0.015941633517264547,0.9840583664827355,1,0.031883267034529095
AC007229.3,male,+,0.8041564214094086,0.4020782107047043,0.5979217892952957,1,0.8041564214094086
AC007237.2,male,-,0.9110117077174875,0.5444941461412562,0.45550585385874376,-1,0.9110117077174875
AC007238.1,male,-,0.7580211179852137,0.6209894410073932,0.3790105589926068,-1,0.7580211179852137
AC007253.1,male,-,0.20966184009242633,0.8951690799537868,0.10483092004621317,-1,0.20966184009242633
AC007256.5,male,-,0.253504562349073,0.8732477188254635,0.1267522811745365,-1,0.253504562349073
AC007272.3,male,+,0.03582888208738036,0.01791444104369018,0.9820855589563099,1,0.03582888208738036
AC007274.2,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
AC007274.5,male,+,0.8443792876365039,0.42218964381825197,0.577810356181748,1,0.8443792876365039
AC007279.2,male,-,0.6016221681782614,0.6991889159108693,0.3008110840891307,-1,0.6016221681782614
AC007283.4,male,+,0.6553540346343937,0.32767701731719684,0.6723229826828032,1,0.6553540346343937
AC007312.3,male,+,0.24279938214379043,0.12139969107189522,0.8786003089281048,1,0.24279938214379043
AC007318.5,male,-,0.3908270763429367,0.8045864618285317,0.19541353817146834,-1,0.3908270763429367
AC007322.1,male,-,0.40288215869377675,0.7985589206531116,0.20144107934688837,-1,0.40288215869377675
AC007322.3,male,+,0.7271933674582836,0.3635966837291418,0.6364033162708582,1,0.7271933674582836
AC007322.5,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
AC007322.7,male,-,0.9033800214114183,0.5483099892942909,0.45169001070570913,-1,0.9033800214114183
AC007325.1,male,+,0.6277493716575819,0.31387468582879097,0.686125314171209,1,0.6277493716575819
AC007325.2,male,+,0.5836358838175245,0.29181794190876226,0.7081820580912377,1,0.5836358838175245
AC007325.3,male,-,0.4579337810361842,0.7710331094819078,0.2289668905180921,-1,0.4579337810361842
AC007325.4,male,+,0.6374131501560233,0.31870657507801164,0.6812934249219884,1,0.6374131501560233
AC007326.1,male,+,0.5084887783440416,0.2542443891720208,0.7457556108279793,1,0.5084887783440416
AC007326.12,male,+,0.30938633825618483,0.15469316912809242,0.8453068308719076,1,0.30938633825618483
AC007326.9,male,+,0.9004674899034061,0.45023374495170304,0.5497662550482969,1,0.9004674899034061
AC007327.6,male,+,0.9778288434680706,0.4889144217340353,0.5110855782659647,1,0.9778288434680706
AC007347.1,male,+,0.6467583154553995,0.32337915772769976,0.6766208422723002,1,0.6467583154553995
AC007365.4,male,-,0.9169466553600377,0.5415266723199812,0.45847332768001886,-1,0.9169466553600377
AC007383.6,male,-,0.8994241379333396,0.5502879310333302,0.4497120689666698,-1,0.8994241379333396
AC007386.3,male,-,0.6319767969294605,0.6840116015352697,0.31598839846473026,-1,0.6319767969294605
AC007387.2,male,+,0.9498616162613513,0.4749308081306757,0.5250691918693243,1,0.9498616162613513
AC007389.1,male,+,0.8423885404648894,0.4211942702324447,0.5788057297675553,1,0.8423885404648894
AC007389.2,male,-,0.08830495546832859,0.9558475222658357,0.044152477734164294,-1,0.08830495546832859
AC007390.4,male,+,0.4340927121555831,0.21704635607779155,0.7829536439222085,1,0.4340927121555831
AC007394.3,male,+,0.626218542955312,0.313109271477656,0.686890728522344,1,0.626218542955312
AC007395.4,male,+,0.7674293089095857,0.38371465445479286,0.6162853455452071,1,0.7674293089095857
AC007551.2,male,+,0.318559548131298,0.159279774065649,0.840720225934351,1,0.318559548131298
AC007557.5,male,-,0.42265922083074103,0.7886703895846294,0.21132961041537052,-1,0.42265922083074103
AC007559.1,male,+,0.4457450985425977,0.22287254927129885,0.7771274507287012,1,0.4457450985425977
AC007560.1,male,+,0.8507697351070552,0.4253848675535276,0.5746151324464723,1,0.8507697351070552
AC007562.1,male,-,0.5963178124877375,0.7018410937561312,0.29815890624386876,-1,0.5963178124877375
AC007563.4,male,+,0.8938081595748384,0.4469040797874192,0.5530959202125808,1,0.8938081595748384
AC007568.1,male,-,0.5138629704303016,0.7430685147848493,0.2569314852151508,-1,0.5138629704303016
AC007618.3,male,-,0.8128910039446278,0.5935544980276861,0.4064455019723139,-1,0.8128910039446278
AC007677.2,male,+,0.6561156231829366,0.3280578115914683,0.6719421884085317,1,0.6561156231829366
AC007679.1,male,+,0.9898753272509088,0.4949376636254544,0.5050623363745457,1,0.9898753272509088
AC007679.4,male,-,0.2967974840244912,0.8516012579877544,0.1483987420122456,-1,0.2967974840244912
AC007742.3,male,+,0.5549015825457169,0.27745079127285843,0.7225492087271416,1,0.5549015825457169
AC007790.4,male,-,0.24029621454406563,0.8798518927279672,0.12014810727203282,-1,0.24029621454406563
AC007875.2,male,-,0.25720228654754296,0.8713988567262285,0.12860114327377148,-1,0.25720228654754296
