gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
STK3,++++++,0.012562367,4.201639760185974e-5,0.999998504066003,1,8.403279520371948e-5
CCN2,------,0.008882238,0.9999868373784524,4.268708740582531e-5,-1,8.537417481165061e-5
CCDC102B,++++++,0.005527404,4.331081847379977e-5,0.9999792554645743,1,8.662163694759955e-5
TSPAN3,++++++,0.004209717,4.336702101336135e-5,0.9999216027930009,1,8.67340420267227e-5
NMRK1,++++++,0.005411011,4.460782139491427e-5,0.9999962404679106,1,8.921564278982854e-5
ITGA2,++++++,0.00597956,4.466432627832202e-5,0.9999901667755756,1,8.932865255664404e-5
SLC44A5,------,0.004353812,0.999994932816717,4.566013889115064e-5,-1,9.132027778230128e-5
CTD-2245F17.3,++++++,0.002248101,4.618475068835051e-5,0.9995947647132796,1,9.236950137670102e-5
DISC1FP1,++++++,0.016275959,4.6630386613455835e-5,0.9999994849276925,1,9.326077322691167e-5
MDGA1,----+-,0.001472792,0.9972544437574975,4.7181710603083464e-5,-1,9.436342120616693e-5
TMEM98,++++++,0.009183869,4.766952135192221e-5,0.9999176698250208,1,9.533904270384442e-5
PARP14,++++++,0.011203247,4.7747417382535735e-5,0.9999985137363776,1,9.549483476507147e-5
CLTCL1,++++++,0.001117366,4.7761882762703314e-5,0.999988998331792,1,9.552376552540663e-5
RRN3P3,----+-,0.008947323,0.9994497283379126,4.7947849968937396e-5,-1,9.589569993787479e-5
TMEM144,++++++,0.021784796,4.8181346768119426e-5,0.9999993668895044,1,9.636269353623885e-5
PLEKHO1,------,0.005384238,0.9999887055716465,4.82861675194528e-5,-1,9.65723350389056e-5
TSPAN8,++++++,0.001756774,4.8656315455891684e-5,0.999720681522925,1,9.731263091178337e-5
RP11-209D14.2,++++++,0.007271822,4.8888207466848677e-5,0.99980794688621,1,9.777641493369735e-5
TMEM94,------,0.010157431,0.9999977472300929,4.8971581004781926e-5,-1,9.794316200956385e-5
SLFN11,++++++,0.026029852,4.8996895598232325e-5,0.9999997060011458,1,9.799379119646465e-5
ARL4D,------,0.018639628,0.9999990134371664,4.932382781442897e-5,-1,9.864765562885795e-5
SLC31A2,++++++,0.010391349,4.995010734065561e-5,0.999993813245469,1,9.990021468131122e-5
NPAS2,------,0.002164429,0.9999232292639232,5.0566024434128796e-5,-1,1.0113204886825759e-4
GVINP1,------,0.005058467,0.999951444833028,5.094105059599862e-5,-1,1.0188210119199724e-4
PLEKHM2,-+----,0.00651143,0.9918387480617663,5.158938444175189e-5,-1,1.0317876888350377e-4
SAMD5,------,0.001158159,0.9990039248620888,5.1627057888205384e-5,-1,1.0325411577641077e-4
SAMD4A,------,7.16375e-4,0.9979362558489404,5.2077188991327975e-5,-1,1.0415437798265595e-4
RP3-354N19.3,------,0.001468845,0.9977544952078342,5.27463687902129e-5,-1,1.054927375804258e-4
COL13A1,----+-,6.29313e-4,0.9960305640161305,5.305567381436837e-5,-1,1.0611134762873674e-4
STAG3L1,------,0.005838005,0.9999597404194227,5.410813768664981e-5,-1,1.0821627537329962e-4
TRIQK,++++-+,2.30034e-4,5.458006352343493e-5,0.9869187950321275,1,1.0916012704686986e-4
MPI,++++-+,0.008880714,5.4743836657299737e-5,0.9995314892645183,1,1.0948767331459947e-4
CERCAM,++++++,0.017415909,5.585081417306207e-5,0.9999969988804438,1,1.1170162834612413e-4
ZNF680,++++++,0.003373585,5.609718765882407e-5,0.9999447955061668,1,1.1219437531764814e-4
LAIR1,++++++,0.008695494,5.632962365038181e-5,0.9999946463012066,1,1.1265924730076361e-4
ILF3-DT,++++++,0.007944985,5.6666590701764855e-5,0.9999841300466532,1,1.1333318140352971e-4
SPA17,++++++,0.014658167,5.6711328241328764e-5,0.999997999874939,1,1.1342265648265753e-4
ZNF429,++++++,0.008647396,5.679899175124863e-5,0.9999859380864129,1,1.1359798350249726e-4
MFGE8,------,0.001141599,0.9999610778123531,5.680424965352131e-5,-1,1.1360849930704263e-4
RP5-837I24.1,------,5.63077e-4,0.9984219788215271,5.6914181766907194e-5,-1,1.1382836353381439e-4
CARF,++++++,0.020889504,5.912629248658873e-5,0.9999995716380237,1,1.1825258497317746e-4
SELENOK,------,0.005020403,0.9999842409108787,6.069421524994705e-5,-1,1.213884304998941e-4
SPP1,++++++,0.01637118,6.0720589178712506e-5,0.9999937495883199,1,1.2144117835742501e-4
COL4A5,++++++,0.011830453,6.166644898470654e-5,0.9999947864680319,1,1.2333289796941308e-4
TRIM2,++++++,0.001176011,6.203206881649529e-5,0.9999411034632419,1,1.2406413763299057e-4
TAPBP,------,0.011458482,0.9999987983875077,6.228981311354622e-5,-1,1.2457962622709244e-4
ZNF25,++++-+,0.001383087,6.294747361468136e-5,0.9970496091072907,1,1.2589494722936272e-4
SLC45A3,++++++,0.002723077,6.512005596036944e-5,0.9999908296626909,1,1.3024011192073887e-4
FANCF,++++-+,0.002084837,6.712067337505014e-5,0.9706153206362661,1,1.342413467501003e-4
C4orf3,++++-+,0.002552763,6.744465649994958e-5,0.9966564767479689,1,1.3488931299989915e-4
HERC6,++++++,0.00288934,6.764013017110465e-5,0.999995885071761,1,1.352802603422093e-4
RP11-845C23.2,------,0.018820719,0.9999029755611734,6.770652157668748e-5,-1,1.3541304315337497e-4
TCEANC2,++++++,6.81081e-4,6.780983055516598e-5,0.9998011106774293,1,1.3561966111033197e-4
FOLH1,++++++,0.022190536,6.865984773443501e-5,0.9999916530488677,1,1.3731969546887002e-4
RP11-305E6.4,------,0.011613744,0.999998417648921,6.884306674487954e-5,-1,1.3768613348975908e-4
LRRC37A2,------,0.022311314,0.9999990280131426,6.960020744437804e-5,-1,1.3920041488875608e-4
ST6GALNAC3,++++++,0.012152303,7.187190283362105e-5,0.9999985892650498,1,1.437438056672421e-4
USP32P1,++++++,0.002636158,7.251454075108451e-5,0.9997693119583271,1,1.4502908150216902e-4
BCL6,------,0.026456644,0.9999428313958634,7.25739336352964e-5,-1,1.451478672705928e-4
STARD13-IT1,----+-,3.61505e-4,0.9991608962300814,7.325432403619298e-5,-1,1.4650864807238596e-4
RP11-404G16.2,++++++,0.005927691,7.39059037704042e-5,0.9999939489214417,1,1.478118075408084e-4
MED31,++++++,0.009926077,7.642773901207731e-5,0.9999843395357141,1,1.5285547802415463e-4
TLR2,++++++,0.01997047,7.648728332800353e-5,0.9999881426547279,1,1.5297456665600706e-4
RP11-346C20.3,+-++++,0.001680454,7.674428943548282e-5,0.9875733375424304,1,1.5348857887096564e-4
SOBP,------,0.008799453,0.9999974192220314,7.680383749963902e-5,-1,1.5360767499927804e-4
AHSA2P,+++-++,0.001588407,7.691207814130522e-5,0.9985240529241524,1,1.5382415628261044e-4
LSP1P4,------,0.023440137,0.999993904102498,7.765515418411682e-5,-1,1.5531030836823365e-4
PLEKHM1,----+-,0.001673561,0.9982819806477529,7.812004682760526e-5,-1,1.5624009365521052e-4
ZNF549,------,0.002778519,0.9999311633560835,7.894368690036727e-5,-1,1.5788737380073453e-4
RP11-227D13.1,++++-+,3.11017e-4,7.91982349979469e-5,0.9872745896269388,1,1.583964699958938e-4
RNF212,------,0.00238637,0.9999876440037464,8.094331302873622e-5,-1,1.6188662605747244e-4
REXO4,------,0.008529158,0.9997365056842054,8.121046522154736e-5,-1,1.6242093044309473e-4
HLA-L,------,0.004454192,0.9996072284802255,8.12709804100585e-5,-1,1.62541960820117e-4
TTC41P,++++++,0.012616105,8.136513295939918e-5,0.9995361723185067,1,1.6273026591879836e-4
TAP2,++++++,0.00745949,8.215444650249508e-5,0.9999569541859924,1,1.6430889300499016e-4
ITGB2,++++++,0.004160569,8.236022366305514e-5,0.9999946993866096,1,1.6472044732611027e-4
ITGB2-AS1,++++++,0.001172534,8.236566706212216e-5,0.9988237058191504,1,1.6473133412424432e-4
MT-TM,------,0.004684811,0.9999946671421269,8.646724603484472e-5,-1,1.7293449206968943e-4
ADSS,++++++,0.015975677,8.677417631230527e-5,0.9999880805907386,1,1.7354835262461054e-4
AC018647.3,++++++,0.029177116,8.709078021495642e-5,0.9999976413575118,1,1.7418156042991285e-4
DNM1P51,------,0.00851895,0.999959902393698,8.740178892478292e-5,-1,1.7480357784956585e-4
RP11-266O8.1,------,5.01055e-4,0.9970675226824732,8.805345631837758e-5,-1,1.7610691263675516e-4
GMEB1,------,0.004226325,0.9998256788513227,8.976018601690584e-5,-1,1.7952037203381168e-4
DIPK1A,++++++,0.002925319,9.000503787131065e-5,0.9996922503984326,1,1.800100757426213e-4
ORC5,++++-+,0.001623184,9.110006189447592e-5,0.99668704270824,1,1.8220012378895184e-4
PYCR2,++++++,7.5907e-4,9.114462742902201e-5,0.9995904458282364,1,1.8228925485804401e-4
EXOSC8,++++++,0.019860245,9.339823129460837e-5,0.999997943308039,1,1.8679646258921675e-4
LRRIQ3,++++++,0.006741096,9.410640882351577e-5,0.999917295476858,1,1.8821281764703154e-4
MLKL,++++++,0.025299669,9.417809899398156e-5,0.9999995248107508,1,1.883561979879631e-4
MAG,++++++,0.011380765,9.449618300878163e-5,0.9999052217863427,1,1.8899236601756326e-4
PEX7,++++-+,6.55589e-4,9.573016762367866e-5,0.9988058722609505,1,1.914603352473573e-4
RNF145,++++-+,0.002652861,9.663948748406644e-5,0.999194493979526,1,1.9327897496813288e-4
SQLE,++++++,0.023540825,9.683166837353101e-5,0.9999982576576568,1,1.9366333674706202e-4
CABLES1,------,0.011777331,0.999991634672887,9.706881036916112e-5,-1,1.9413762073832225e-4
TRIM59,++++++,0.007869366,9.733016659207772e-5,0.9999843503842526,1,1.9466033318415543e-4
ATP8A1,++++-+,0.004230372,9.79600413185748e-5,0.9980821734331474,1,1.959200826371496e-4
RPL35P3,------,9.53555e-4,0.9999325820049365,9.866666036107461e-5,-1,1.9733332072214923e-4
MCM6,++++++,0.010518411,9.97272789302021e-5,0.999861976670583,1,1.994545578604042e-4
ITGB3BP,++++++,0.022849509,1.0118366746705219e-4,0.9999991734978261,1,2.0236733493410439e-4
FAM43B,--+-+-,0.003739818,0.9752569614650568,1.0144112704666809e-4,-1,2.0288225409333617e-4
ERI2,++++++,0.014595576,1.0410669825229708e-4,0.9999473259507168,1,2.0821339650459417e-4
CTNNAL1,------,0.001753674,0.9986817990854353,1.0481666761155298e-4,-1,2.0963333522310595e-4
RPL9,++++++,0.012730986,1.0493137767309553e-4,0.9996448433189896,1,2.0986275534619106e-4
RP11-229C3.2,------,4.00816e-4,0.9998275940624315,1.0523665767611598e-4,-1,2.1047331535223196e-4
ENHO,-+----,8.0034e-4,0.9861324780260454,1.0579119691086483e-4,-1,2.1158239382172966e-4
ZNF607,++++++,0.004069526,1.0631530740269549e-4,0.9999877504464173,1,2.1263061480539098e-4
EPC2,------,0.00442118,0.9999056739253958,1.0784360721686409e-4,-1,2.1568721443372818e-4
AC079922.3,------,5.4495e-5,0.9986366730834015,1.0854580646921691e-4,-1,2.1709161293843383e-4
CDH19,++++++,0.039400251,1.0883104882249718e-4,0.9999989474856013,1,2.1766209764499436e-4
MAMLD1,------,0.012123688,0.9999547345265372,1.1004389489884317e-4,-1,2.2008778979768634e-4
PI16,++++++,0.005665047,1.1028986824880137e-4,0.999731003967682,1,2.2057973649760275e-4
RP11-313C15.1,----+-,0.005952745,0.9990634879418054,1.1099614492935918e-4,-1,2.2199228985871837e-4
RNF13,++++++,0.008330908,1.1147201802477076e-4,0.9999978429984544,1,2.229440360495415e-4
PPIF,+++-++,0.007678372,1.12922466981703e-4,0.9992126869862187,1,2.25844933963406e-4
DNAJC22,++++++,0.009355087,1.1447606764716637e-4,0.9999792078146359,1,2.2895213529433274e-4
ANKRD20A7P,------,0.023080317,0.9999967823809434,1.1580626677811129e-4,-1,2.3161253355622258e-4
YEATS2-AS1,++++++,0.007340646,1.1690165965948545e-4,0.9998678072354272,1,2.338033193189709e-4
BTG2,------,0.034984151,0.9999467852715838,1.1813761971459255e-4,-1,2.362752394291851e-4
TMEM140,++++++,0.001415761,1.1834308439352091e-4,0.999330256469992,1,2.3668616878704183e-4
MAFB,----+-,9.01787e-4,0.9750616775549398,1.1852799871129659e-4,-1,2.3705599742259318e-4
XKR9,++++++,3.36587e-4,1.1887671766049572e-4,0.9991319346809625,1,2.3775343532099144e-4
ANKRD42,++++-+,0.014227852,1.2091391084397929e-4,0.9960096170078362,1,2.4182782168795857e-4
LINC00710,----+-,0.002123621,0.9845223904614749,1.2105556387244593e-4,-1,2.4211112774489185e-4
TP53I11,------,0.008008719,0.9999709573397346,1.2152701087469347e-4,-1,2.4305402174938694e-4
SIAH3,------,0.001398796,0.9997390544677884,1.2276954412625084e-4,-1,2.455390882525017e-4
MTRF1L,++++++,0.010770377,1.2331464015258924e-4,0.9993925269378092,1,2.466292803051785e-4
CARNS1,++++++,0.010547019,1.2333243140513794e-4,0.9999435279543969,1,2.4666486281027587e-4
RBP7,++++++,0.004711863,1.233618385277519e-4,0.9999956891403627,1,2.467236770555038e-4
ZNF230,++++++,2.58881e-4,1.242254993136562e-4,0.9987468349989548,1,2.484509986273124e-4
RP11-81H3.2,++++++,0.036507064,1.2455634100518926e-4,0.9999955737637922,1,2.491126820103785e-4
IKZF1,++++++,0.03236069,1.2476260531755595e-4,0.9999926919771696,1,2.495252106351119e-4
ENPEP,------,0.005778523,0.9998580346588499,1.2507030126714108e-4,-1,2.5014060253428217e-4
BACH2,------,0.024064661,0.9999797218353048,1.256133346646307e-4,-1,2.512266693292614e-4
SSBP3,------,0.018414115000000002,0.9999927862048938,1.273558345092194e-4,-1,2.547116690184388e-4
LINC01630,++++++,0.003563919,1.27736875782927e-4,0.9999888936024914,1,2.55473751565854e-4
COPZ1,++++-+,2.97504e-4,1.283532580509748e-4,0.7455754992174339,1,2.567065161019496e-4
CAMK2N1,------,0.009156328,0.9999919566960873,1.285520134426338e-4,-1,2.571040268852676e-4
SFTPD,------,0.004603362,0.9989755827963711,1.2889383739111764e-4,-1,2.577876747822353e-4
RPL30P13,------,0.003016855,0.9994795068762651,1.3015950165434317e-4,-1,2.6031900330868635e-4
RAPGEF5,++++++,0.002704249,1.3043295922033737e-4,0.9992859163067624,1,2.6086591844067474e-4
ZSWIM4,------,0.029131353,0.9999978485838321,1.3222049001712503e-4,-1,2.6444098003425005e-4
FAM43A,------,0.011558407,0.9999782207454673,1.3237772978443426e-4,-1,2.647554595688685e-4
LCN12,--+---,0.00191433,0.9955274676643471,1.3317090504032182e-4,-1,2.6634181008064364e-4
NUDT12,++++++,0.001181641,1.347295026554786e-4,0.9998902151696551,1,2.694590053109572e-4
MOG,++++++,0.009318355,1.3522709440983886e-4,0.9997120580384984,1,2.704541888196777e-4
RMDN1,++++++,0.045980575,1.3528448033051977e-4,0.9999991937390686,1,2.7056896066103954e-4
KLF5,------,0.01478886,0.999979975258096,1.3596690531292668e-4,-1,2.7193381062585336e-4
ZMYND8,------,0.003004373,0.9997303809566352,1.3888975171474357e-4,-1,2.7777950342948714e-4
HAMP,++++++,0.009482876,1.391904009857063e-4,0.99996938234611,1,2.783808019714126e-4
C17orf58,++++-+,0.00110281,1.3934413579434827e-4,0.9429605456225026,1,2.7868827158869655e-4
RP1-309F20.3,-+++-+,0.002686083,1.4039069488975726e-4,0.9071484997728314,1,2.807813897795145e-4
KIAA1549,----+-,0.018175062,0.9980159988006246,1.411486025674794e-4,-1,2.822972051349588e-4
ZNF548,------,0.005568704,0.9997671697321564,1.4222815820117652e-4,-1,2.8445631640235304e-4
PXDN,------,0.003619132,0.9985170672683326,1.4418314364345958e-4,-1,2.8836628728691916e-4
KIF2A,++++++,0.007729685,1.44376226140347e-4,0.9999697679701092,1,2.88752452280694e-4
AP3B2,------,0.006220148,0.9999741001185896,1.4486388826402113e-4,-1,2.8972777652804227e-4
ATXN1,----+-,0.029439651,0.9982073561651867,1.4512230392388237e-4,-1,2.9024460784776474e-4
PLD1,++++++,0.049920272,1.452672498975715e-4,0.9999988651929472,1,2.90534499795143e-4
ERICH1-AS1,----+-,0.011618408,0.9990836623762328,1.4537802137938716e-4,-1,2.907560427587743e-4
HHATL,++++++,0.007261865,1.4586738789439016e-4,0.9998221736611035,1,2.917347757887803e-4
RP11-70O5.2,------,0.005688809,0.9999186169017453,1.4646047161202778e-4,-1,2.9292094322405556e-4
RP5-837J1.4,++++++,0.003642817,1.4704290622665948e-4,0.9994837300923096,1,2.9408581245331895e-4
AC064875.2,------,0.029765276,0.9999977104022668,1.479879761167766e-4,-1,2.959759522335532e-4
NEURL2,+++-++,0.002243522,1.503875508087883e-4,0.997401089961371,1,3.007751016175766e-4
TSGA10,++++++,7.98917e-4,1.504406135037091e-4,0.9998437305759217,1,3.008812270074182e-4
FRMD4A,------,0.001780324,0.9985029639764567,1.509297717568454e-4,-1,3.018595435136908e-4
CDKN1B,++++++,0.003219881,1.5132096200400598e-4,0.9998883510913585,1,3.0264192400801195e-4
RND3,------,0.012032276,0.9999930672230438,1.5520501321959065e-4,-1,3.104100264391813e-4
BX322557.10,++++++,0.023626834,1.5551471251537986e-4,0.9999990111326669,1,3.110294250307597e-4
VPS35,++++-+,1.95494e-4,1.558240265778323e-4,0.9651314857511055,1,3.116480531556646e-4
FRMD6,------,0.00751151,0.9998032014425315,1.5746122041409782e-4,-1,3.1492244082819565e-4
PTCD2,++++++,0.005399204,1.584574157510734e-4,0.9999575898944544,1,3.169148315021468e-4
RP11-826N14.4,------,0.001048664,0.9999383497278317,1.5939812073614257e-4,-1,3.1879624147228514e-4
RP11-498C9.15,------,0.011872799,0.999996015248324,1.5940713343659706e-4,-1,3.188142668731941e-4
EEF1DP3,----+-,0.002907501,0.9756781662898164,1.596457816380988e-4,-1,3.192915632761976e-4
ZNF550,++++++,0.002906723,1.59744916775428e-4,0.99958753092242,1,3.19489833550856e-4
YY1AP1,------,0.015878854,0.9999950638394215,1.617778191574899e-4,-1,3.235556383149798e-4
ZNF738,++++++,0.02230943,1.6203767936254893e-4,0.999944336672862,1,3.2407535872509786e-4
LINC02623,------,0.028324016,0.9999530981102189,1.628646116365914e-4,-1,3.257292232731828e-4
HMMR,++++++,0.004190742,1.6286891705005594e-4,0.9997293031693595,1,3.257378341001119e-4
PITRM1,++++++,0.011025055,1.6299253933305482e-4,0.9999952577644718,1,3.2598507866610964e-4
ELAVL3,----+-,0.00130107,0.9695061195460466,1.636383567740579e-4,-1,3.272767135481158e-4
PRDM2,------,0.006566176,0.9999842226158033,1.637667279714311e-4,-1,3.275334559428622e-4
ARNTL,------,0.025136211,0.9999979106897621,1.6501215360640453e-4,-1,3.3002430721280906e-4
F8,++++-+,0.009152672,1.6621500049537736e-4,0.9957312036316582,1,3.324300009907547e-4
KANSL2,++++++,0.005243457,1.6896642503426407e-4,0.9978759099605667,1,3.3793285006852814e-4
NYAP2,------,5.64555e-4,0.9997555605785323,1.6969713172830091e-4,-1,3.3939426345660183e-4
CTB-78F1.2,----+-,7.1943e-4,0.9899644715203393,1.710846870610152e-4,-1,3.421693741220304e-4
LMAN1,++++++,0.002579308,1.7203089965208112e-4,0.9999531699570174,1,3.4406179930416224e-4
GJB1,++++++,0.017242411,0.00017206304264168187,0.999810237295963,1,3.4412608528336375e-4
TMED5,++++++,0.010599115,1.729822576635906e-4,0.9999561517448377,1,3.459645153271812e-4
FOPNL,++++-+,0.002067648,1.7338952897716532e-4,0.994994817309679,1,3.4677905795433065e-4
CCNH,------,0.012364885,0.9999884384133502,1.754263104609676e-4,-1,3.508526209219352e-4
CAHM,++++++,0.021097391,1.7575193257903917e-4,0.9999971498269042,1,3.5150386515807834e-4
CCZ1,------,0.02262492,0.9999913468784555,1.767925867623001e-4,-1,3.535851735246002e-4
RP11-586K2.1,-----+,0.009755641,0.9990862849584867,1.7730317854889203e-4,-1,3.5460635709778405e-4
AGAP1,----+-,0.002396182,0.9928895855946048,1.775305905727413e-4,-1,3.550611811454826e-4
CRTC1,------,0.002681571,0.9996868288913726,1.7788426595314883e-4,-1,3.5576853190629767e-4
TMEM158,------,0.014679397,0.9999659750374464,1.784180102822532e-4,-1,3.568360205645064e-4
NR4A2,------,0.019463351,0.9999400210184668,1.7874519812685507e-4,-1,3.5749039625371015e-4
BCR,------,0.023951843,0.9999567587494469,1.7926674791062612e-4,-1,3.5853349582125224e-4
CTD-2054N24.2,++++++,0.021865854,1.793443292134083e-4,0.9999938310611401,1,3.586886584268166e-4
KLF6,----+-,0.013403415,0.9991224739680135,1.8110611712193953e-4,-1,3.6221223424387906e-4
THAP2,++++++,0.001534369,1.8118821396965012e-4,0.9998206096963054,1,3.6237642793930024e-4
HSD17B12,++++++,0.010480624,1.8172083196933854e-4,0.9999757541092424,1,3.634416639386771e-4
RP1-39G22.7,++++-+,0.009890328,1.8220916102833616e-4,0.9921236411785573,1,3.644183220566723e-4
NPTX2,------,0.009780972,0.9999850177090943,1.8265607630234344e-4,-1,3.653121526046869e-4
LINC01792,++++++,0.014019735,1.8269586743677903e-4,0.9999126059686378,1,3.6539173487355807e-4
SIX4,+++++-,0.001364429,1.871275320516104e-4,0.8883280984103358,1,3.742550641032208e-4
ZZZ3,++++++,0.002094033,1.8803064076200614e-4,0.9997563697822351,1,3.760612815240123e-4
LINC02210,----+-,0.007949922,0.9982718533284767,1.9202840993449156e-4,-1,3.840568198689831e-4
CPSF1,------,0.017138276,0.9999944483829935,1.9477521507110093e-4,-1,3.8955043014220187e-4
IFRD1,------,0.005809309,0.9998807030891326,1.962675563009983e-4,-1,3.925351126019966e-4
ZNF680P1,++++++,0.006490673,1.9838401025881072e-4,0.999895303568054,1,3.9676802051762144e-4
ZNF184,------,0.016954203,0.9998116814414526,0.00019855294494472629,-1,0.00039710588988945257
FNDC9,------,0.014421551,0.9999673782130998,1.995336490597728e-4,-1,3.990672981195456e-4
RCBTB1,++++++,0.014251293,1.9968791738857192e-4,0.999990416731533,1,3.9937583477714383e-4
CEP19,++++-+,0.013893709,1.9993871548978098e-4,0.9995814565273443,1,3.9987743097956197e-4
RP11-6K23.1,------,0.00615492,0.999752158295834,2.0050202910058173e-4,-1,4.0100405820116345e-4
ATXN7L1,------,0.009570207,0.9999570444549195,2.0085537519633245e-4,-1,4.017107503926649e-4
