gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
SAMD12,-+-+,0.002417228,0.34829551681384724,0.0031852696900111365,-1,0.006370539380022273,0.04230651886504627,0.05980471928397071,0.08461303773009254
SMUG1,-+--,0.001625094,0.930198446298119,0.003199453115720772,-1,0.006398906231441544,0.04230651886504627,0.05990642799023596,0.08461303773009254
TMEM56,++-+,0.007950749,0.003202329635019933,0.18991142436509195,1,0.006404659270039866,0.04231082180634662,0.06000203396725313,0.08462164361269324
ZMIZ2,-+++,0.010677528,0.0032031986970413717,0.9107580882412292,1,0.006406397394082743,0.04241253051261188,0.06000203396725313,0.08482506102522376
SYNJ1,-+--,0.019670318,0.9085758229053695,0.0032121557866038684,-1,0.006424311573207737,0.04250991559035899,0.06000813669650122,0.08501983118071799
GALNT10,--++,2.24251e-4,0.003213125364504831,0.16388769463737624,1,0.006426250729009662,0.042514239218877134,0.06010373232990949,0.08502847843775427
MED15,+-++,0.003450281,0.0032164429545768728,0.9677734297707509,1,0.0064328859091537455,0.042615947925142394,0.06010373232990949,0.08523189585028479
FBLN7,----,0.00798324,0.9988207133672713,0.003237753564394713,-1,0.006475507128789426,0.042713312315671714,0.060109845402766475,0.08542662463134343
CHD6,++++,0.01774485,0.0032417551280233795,0.9973424124249781,1,0.006483510256046759,0.04271765663140765,0.06020543069256585,0.0854353132628153
PELI3,+-++,0.012194101,0.0032421242020567965,0.9640552807801794,1,0.006484248404113593,0.0428193653376729,0.06020543069256585,0.0856387306753458
DNM3,+---,0.004179775,0.9679496652389449,0.0032636115602668924,-1,0.006527223120533785,0.04291670904098444,0.060211554109031735,0.08583341808196888
SULF2,----,0.002492697,0.9941082966053454,0.003269687776583732,-1,0.006539375553167464,0.04291670904098444,0.06031326281529699,0.08583341808196888
ACSL6,-+--,0.013319382,0.4624910917376983,0.0032770636045169714,-1,0.006554127209033943,0.04291670904098444,0.06041497152156224,0.08583341808196888
PAQR8,----,0.029000936,0.9955312503179006,0.0032916200936256917,-1,0.006583240187251383,0.04291670904098444,0.0605166802278275,0.08583341808196888
PDIA6,--+-,0.007597659,0.9639785383791513,0.0032986218342693323,-1,0.0065972436685386646,0.04291670904098444,0.06061838893409276,0.08583341808196888
EP400,+-++,0.010942041,0.0033039784504331478,0.6042424945590819,1,0.0066079569008662955,0.04292107404393816,0.06071392250584766,0.08584214808787632
RPL37A,++-+,0.001525468,0.0033090058731661707,0.5773597856286801,1,0.0066180117463323414,0.043022782750203416,0.06071392250584766,0.08604556550040683
MED26,++++,0.016644288,0.0033127332161829825,0.9995002370537626,1,0.006625466432365965,0.043124491456468676,0.06071392250584766,0.08624898291293735
DDT,-+--,0.017906086,0.9816753538204916,0.003315874885560159,-1,0.006631749771120318,0.043221804128953524,0.06072009764035802,0.08644360825790705
AKAP11,++-+,0.001409457,0.003322884248952394,0.1996655750762315,1,0.006645768497904788,0.04322620016273393,0.06081562086850402,0.08645240032546786
PPARGC1B,-+++,0.034078933,0.0033362602725942655,0.9067822470082827,1,0.006672520545188531,0.04332790886899918,0.06081562086850402,0.08665581773799837
FRZB,++++,0.00100206,0.003337988614986246,0.9695629049081502,1,0.006675977229972492,0.043429617575264444,0.06081562086850402,0.08685923515052889
ATP6V1E1,-+--,0.004559925,0.8239711726346284,0.003338058734305017,-1,0.006676117468610034,0.043526899216922606,0.06082180634662327,0.08705379843384521
KLK6,--+-,0.009705337,0.8256872238956776,0.003339053516523158,-1,0.006678107033046316,0.043526899216922606,0.060923515052888524,0.08705379843384521
BAG1,--+-,0.004236049,0.33235072476101885,0.003350482588721238,-1,0.006700965177442476,0.043526899216922606,0.061025223759153785,0.08705379843384521
GOT1,++--,0.004603371,0.7494473619698097,0.003350536321532154,-1,0.006701072643064308,0.043526899216922606,0.06112693246541904,0.08705379843384521
PUM1,++++,0.006023221,0.0033718214004767382,0.9970103833769757,1,0.0067436428009534765,0.0435313262815297,0.06122241431912946,0.0870626525630594
NCBP2,++--,0.007057116,0.5965055719135994,0.0033874008499237573,-1,0.006774801699847515,0.043628597579578966,0.0612286411716843,0.08725719515915793
GTF3C6,+++-,0.005374532,0.0033931649930306154,0.8791787393856365,1,0.006786329986061231,0.04363303498779496,0.06132411268178582,0.08726606997558992
SSBP1,----,0.005130618,0.9893692796226868,0.003400734737485977,-1,0.006801469474971954,0.04373029594223533,0.06133034987794955,0.08746059188447065
YIF1B,----,0.076051311,0.999836948137959,0.0034069950763479418,-1,0.0068139901526958835,0.04373029594223533,0.061432058584214806,0.08746059188447065
RGS4,----,0.010711236,0.9616638676776328,0.0034201791730136617,-1,0.0068403583460273235,0.04373029594223533,0.06153376729048007,0.08746059188447065
GAS8,++++,0.006322378,0.0034328367160377923,0.9971837927246721,1,0.006865673432075585,0.04373474369406021,0.061629207769754904,0.08746948738812042
PKP4,-+++,0.019403371,0.0034388125772389947,0.8207861498438148,1,0.0068776251544779895,0.043836452400325465,0.061629207769754904,0.08767290480065093
TRMT5,---+,0.015118165,0.973504523855484,0.0034433506636606915,-1,0.006886701327321383,0.043933692667548055,0.06163547599674532,0.08786738533509611
MSRB3,+++-,0.016586798,0.00345507244740241,0.5430983427518814,1,0.00691014489480482,0.043938161106590726,0.06173090613241127,0.08787632221318145
EEPD1,++-+,0.011424625,0.003480136722500054,0.9339650723185785,1,0.006960273445000108,0.04403986981285598,0.06173090613241127,0.08807973962571196
ZKSCAN2,++++,0.008919288,0.003480818730487189,0.9963385493397802,1,0.006961637460974378,0.04414157851912124,0.06173090613241127,0.08828315703824248
ANKFY1,+++-,0.001429682,0.0034815029671288722,0.2603041195989759,1,0.0069630059342577445,0.04424328722538649,0.06173090613241127,0.08848657445077299
BTNL9,++-+,0.016175936,0.0034890352397385976,0.6839552289360453,1,0.006978070479477195,0.04434499593165175,0.06173090613241127,0.0886899918633035
ADAM10,----,0.01593324,0.9983805754705001,0.0034970713782662747,-1,0.006994142756532549,0.04444218448082986,0.06173718470301058,0.08888436896165972
RCAN1,----,0.025068071,0.9996877481469814,0.003518259763626461,-1,0.007036519527252922,0.04444218448082986,0.061838893409275834,0.08888436896165972
CSNK1A1,+---,0.019267978,0.3431990959182116,0.0035268114973533776,-1,0.007053622994706755,0.04444218448082986,0.06194060211554109,0.08888436896165972
CRB1,+++-,0.001253558,0.0035300229918049644,0.9267878120137251,1,0.007060045983609929,0.04444670463791701,0.06203600122038035,0.08889340927583401
SNRPC,-+--,0.009967322,0.9046610882535948,0.0035312755060566575,-1,0.007062551012113315,0.04454388284348622,0.06204231082180635,0.08908776568697244
SAPS3,--++,6.02715e-4,0.0035337984307050596,0.7609363553276948,1,0.007067596861410119,0.04454841334418226,0.062137699583036714,0.08909682668836452
MRPL15,----,0.0163603,0.9990564198646532,0.003534521800006114,-1,0.007069043600012228,0.04464558120614258,0.0621440195280716,0.08929116241228516
WDR33,++-+,0.022197753,0.0035398236305921003,0.5043530490102784,1,0.007079647261184201,0.04465012205044752,0.062239397945693074,0.08930024410089504
GPR37,--+-,0.033806835,0.8051338584911112,0.003542243374881517,-1,0.007084486749763034,0.04474727956879894,0.06224572823433686,0.08949455913759788
PDE1A,----,0.050151217,0.9998258898476821,0.0035448150667909554,-1,0.007089630133581911,0.04474727956879894,0.062347436940602116,0.08949455913759788
TSPYL1,++-+,0.017032303,0.0035450345413821495,0.9556059861158427,1,0.007090069082764299,0.044751830756712775,0.062442794671005795,0.08950366151342555
SLC20A1,++++,0.041208427,0.0035484647927720137,0.9994632454749537,1,0.007096929585544027,0.04485353946297803,0.062442794671005795,0.08970707892595606
SYNPO2,--+-,0.001738483,0.06929221322097527,0.0035519543817652114,-1,0.007103908763530423,0.04495067629411167,0.06244914564686737,0.08990135258822333
CLDND1,--+-,0.02152706,0.5749068237137631,0.0035525168876967034,-1,0.007105033775393407,0.04495067629411167,0.06255085435313262,0.08990135258822333
MYOM1,++++,0.011236891,0.003571184599560085,0.9988993682801532,1,0.00714236919912017,0.04495524816924329,0.06264619139631852,0.08991049633848658
DCUN1D1,--+-,0.028993446,0.9626424799262997,0.0035762726197802845,-1,0.007152545239560569,0.04505237465676803,0.06265256305939788,0.09010474931353606
KHDRBS1,----,0.033872004,0.99957567013502,0.00358500684273139,-1,0.00717001368546278,0.04505237465676803,0.06275427176566314,0.09010474931353606
RBBP4,++-+,0.006441011,0.0035889033819857512,0.9813638966574552,1,0.0071778067639715025,0.04505695687550854,0.06284958812163124,0.09011391375101709
C13orf27,-++-,0.006686704,0.7493408714169931,0.003598607330839811,-1,0.007197214661679622,0.04515407301942439,0.06285598047192839,0.09030814603884878
FSTL3,-+++,0.032414139,0.0036056908573161304,0.9415369903535096,1,0.007211381714632261,0.045158665581773796,0.0629512864842876,0.09031733116354759
SLC5A11,---+,0.00159382,0.9668886142930064,0.0036110965974917465,-1,0.007222193194983493,0.04525577138208075,0.06295768917819365,0.0905115427641615
ZNF238,++++,0.020280056,0.003633515970865377,0.9994917744298639,1,0.007267031941730754,0.04526037428803906,0.06305298484694397,0.09052074857607811
PPP1R16B,+-++,0.007634457,0.003633857770322143,0.9527665537611376,1,0.007267715540644286,0.04536208299430431,0.06305298484694397,0.09072416598860862
ITSN1,++++,0.013888858,0.003636027936334407,0.976236097736384,1,0.007272055872668814,0.04546379170056957,0.06305298484694397,0.09092758340113914
DFFB,++++,0.040601685,0.0036420212969467515,0.9992840808688555,1,0.007284042593893503,0.045565500406834825,0.06305298484694397,0.09113100081366965
EPB41L4B,++++,0.01063867,0.003651135632039825,0.9962039284379124,1,0.00730227126407965,0.04566720911310008,0.06305298484694397,0.09133441822620016
YME1L1,-+--,0.026979682,0.7997798799023381,0.003655075123501029,-1,0.007310150247002058,0.04576426319536255,0.06305939788445891,0.0915285263907251
RFNG,+-++,0.015586236,0.003659975902440158,0.9344422175187864,1,0.007319951804880316,0.04576891781936534,0.06315468320960033,0.09153783563873068
ZYX,--++,4.33333e-4,0.8268997106702454,0.003688519078453183,-1,0.007377038156906366,0.04586596155801891,0.06316110659072417,0.09173192311603783
SPOPL,----,0.034061049,0.9991169627589831,0.0036931871553860752,-1,0.0073863743107721504,0.04586596155801891,0.06326281529698942,0.09173192311603783
ANKRD13C,-+--,0.001639045,0.7575522419657139,0.0036935255589860194,-1,0.007387051117972039,0.04586596155801891,0.06336452400325468,0.09173192311603783
SLC25A19,+--+,1.74906e-4,0.4744701881538899,0.0036982136230938587,-1,0.0073964272461877175,0.04586596155801891,0.06346623270951994,0.09173192311603783
MOBKL2B,--+-,0.006183146,0.8816543518349875,0.003700738216981793,-1,0.007401476433963586,0.04586596155801891,0.06356794141578519,0.09173192311603783
UGT8,--+-,0.028315824,0.8284999217991276,0.0037116999359531858,-1,0.0074233998719063716,0.04586596155801891,0.06366965012205045,0.09173192311603783
GLT8D2,--+-,0.00566236,0.9403224645591469,0.0037123073876355324,-1,0.007424614775271065,0.04586596155801891,0.06377135882831571,0.09173192311603783
EPB49,++++,0.066523783,0.0037147921798714235,0.9997650743808875,1,0.007429584359742847,0.04587062652563059,0.06386657174819485,0.09174125305126118
SDHB,----,0.007547846,0.9944852299954945,0.003716081388546972,-1,0.007432162777093944,0.04596765992067528,0.06387306753458095,0.09193531984135056
MRPS11,-+--,0.018075187,0.9789231764862217,0.003739651137284179,-1,0.007479302274568358,0.04596765992067528,0.06397477624084622,0.09193531984135056
B3GAT1,++++,0.011247659,0.0037468905129360275,0.9961470964833575,1,0.007493781025872055,0.04597233523189585,0.06406996847350757,0.0919446704637917
