gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
RIMS2,++++,3.98876e-4,0.00034492750369784166,0.9972820153497857,1,6.898550073956833e-4
EDN1,++++,9.17416e-4,3.4530927768575603e-4,0.9987882894361024,1,6.906185553715121e-4
PPP2R1B,----,0.004651779,0.99899791336325,3.495861164001394e-4,-1,6.991722328002788e-4
ANAPC5,----,0.007747191,0.9985912389674994,3.502873051694745e-4,-1,7.00574610338949e-4
CKS1B,----,0.008474532,0.9986758138238808,3.504224699145074e-4,-1,7.008449398290148e-4
GAS7,+++-,0.001484644,3.5169880770672546e-4,0.38005374167117645,1,7.033976154134509e-4
NEK3,--+-,0.001207116,0.7521278459859769,3.534343203480559e-4,-1,7.068686406961118e-4
GGA2,++++,0.002443727,3.5776676304804036e-4,0.998869077383618,1,7.155335260960807e-4
PHF12,++++,0.002404026,3.5799606230198916e-4,0.9953196224130585,1,7.159921246039783e-4
PIK3R2,++-+,7.56367e-4,3.596209955072713e-4,0.8949979169848281,1,7.192419910145426e-4
LOC728153,+-++,8.36891e-4,3.620348816110775e-4,0.8075095041510025,1,7.24069763222155e-4
C6orf153,----,0.001276124,0.9946407442240357,3.6229073298195717e-4,-1,7.245814659639143e-4
MYNN,----,0.014609551,0.9992454169028475,3.6381733617280075e-4,-1,7.276346723456015e-4
C8orf40,----,0.002026685,0.9965649231332163,3.6469001084725607e-4,-1,7.293800216945121e-4
SLC15A2,+---,6.19944e-4,0.7339993942903096,3.6602463512791793e-4,-1,7.320492702558359e-4
LST1,----,0.003058614,0.9988525113904518,3.667415812118583e-4,-1,7.334831624237166e-4
C9orf64,++-+,1.20693e-4,3.709486258056426e-4,0.9792906292384566,1,7.418972516112852e-4
PDCD10,-+--,0.004442135,0.9653353837247493,3.7446073487677333e-4,-1,7.489214697535467e-4
COPS7A,----,0.014513577,0.9947154424944089,3.761373081063046e-4,-1,7.522746162126092e-4
RYR2,++++,0.005567041,3.763336487714294e-4,0.9999222109738796,1,7.526672975428588e-4
SLC25A14,-+--,0.002743165,0.8501133382957763,3.764867261793557e-4,-1,7.529734523587114e-4
GGNBP2,++++,0.009174906,3.7684200268499953e-4,0.9995588503739714,1,7.536840053699991e-4
DIXDC1,----,0.010967978,0.9999713119435584,3.7726460787939606e-4,-1,7.545292157587921e-4
MRPS35,----,0.007698689,0.9981519368257985,3.775085442277109e-4,-1,7.550170884554218e-4
CAMTA2,++++,0.019614232,3.790790667748092e-4,0.9999714154413286,1,7.581581335496184e-4
OTUD5,----,1.30337e-4,0.9768919198734621,3.8068296506642296e-4,-1,7.613659301328459e-4
COMMD10,-+--,0.00159897,0.816479699483008,3.861813025154798e-4,-1,7.723626050309596e-4
TXNDC9,----,0.001161423,0.999372968795584,3.8620105603351515e-4,-1,7.724021120670303e-4
CSRP2,----,0.023409457,0.9999896078017304,3.8658702418849054e-4,-1,7.731740483769811e-4
C18orf19,+---,0.001866105,0.6719277592408204,3.8683370866923126e-4,-1,7.736674173384625e-4
TYRO3,++++,4.10955e-4,3.884945384800909e-4,0.9980261426772958,1,7.769890769601818e-4
TMEM39B,++++,0.004318633,3.9116902261672e-4,0.9987696234891829,1,7.8233804523344e-4
GALNTL2,--++,2.81e-5,3.925040453735453e-4,0.7873691692741155,1,7.850080907470906e-4
ITPK1,++++,0.004501404,3.9293567082846674e-4,0.999861599037678,1,7.858713416569335e-4
DHRS9,----,0.026811704,0.9999677203008979,3.949845933902746e-4,-1,7.899691867805492e-4
TFCP2,----,0.007458146,0.9942928586843018,4.006087958808224e-4,-1,8.012175917616448e-4
PANX2,+---,2.36049e-4,0.88081655258624,4.0170061800844e-4,-1,8.0340123601688e-4
ARNTL,----,0.002862079,0.9939199977266377,4.0343504795202386e-4,-1,8.068700959040477e-4
SLC25A16,----,0.00502191,0.9977900921221792,4.0367668690557946e-4,-1,8.073533738111589e-4
MRPL13,-+--,0.001655524,0.9813319834197721,4.098827400048429e-4,-1,8.197654800096858e-4
RGS10,----,0.025106554,0.9999783265092017,4.135707035583724e-4,-1,8.271414071167448e-4
BID,----,0.006178277,0.9996050210569671,4.1509609011359096e-4,-1,8.301921802271819e-4
GLIPR1,----,0.012700749,0.9998991014655523,4.1552382840432723e-4,-1,8.310476568086545e-4
ETV1,----,0.004389888,0.9997429151877217,4.175351719459862e-4,-1,8.350703438919724e-4
ZC3H7B,++-+,0.0024309930000000002,4.201912062934138e-4,0.9873791495477416,1,8.403824125868276e-4
SSR4,-++-,6.81086e-4,0.8978684873509478,4.2053696465274175e-4,-1,8.410739293054835e-4
PRKAG2,----,0.004585674,0.9953445814297339,4.229545836237808e-4,-1,8.459091672475616e-4
C12orf57,----,0.00248427,0.9991421285269555,4.249150372947798e-4,-1,8.498300745895596e-4
EEF1D,+-++,0.00116133,4.2821439159500995e-4,0.8636878760301515,1,8.564287831900199e-4
ARHGEF10L,++++,0.011266292,4.285960862403901e-4,0.9995892592861979,1,8.571921724807802e-4
SYNGR1,----,0.0049147,0.9997196189508198,4.287420428557492e-4,-1,8.574840857114984e-4
PDSS1,----,3.94e-5,0.9638236202952031,4.315458861787832e-4,-1,8.630917723575664e-4
TESK1,++-+,0.00667191,4.316910087984439e-4,0.9295237184507094,1,8.633820175968878e-4
TBC1D2B,++++,0.004019288,4.3173929029463284e-4,0.9994180850512973,1,8.634785805892657e-4
PRPS1,----,0.003220599,0.9983067490077564,4.340006293639879e-4,-1,8.680012587279758e-4
PPFIA4,++++,0.005925281,4.341638149542335e-4,0.9999379428661371,1,8.68327629908467e-4
STAMBPL1,----,0.001905805,0.969222907523022,4.413895686665777e-4,-1,8.827791373331554e-4
MED10,----,0.001323408,0.9959401289968979,4.4287340591305375e-4,-1,8.857468118261075e-4
NXPH2,++--,6.43539e-4,4.4293838635428736e-4,0.4715496849857463,1,8.858767727085747e-4
HLA-C,--+-,0.00113221,0.9767101311571608,4.4605721730892354e-4,-1,8.921144346178471e-4
SMARCD2,--++,1.69288e-4,4.4898220642415506e-4,0.27122873594296243,1,8.979644128483101e-4
RSAD1,++++,0.020750281,4.490587702551578e-4,0.9999837440428667,1,8.981175405103156e-4
EIF1B,----,0.01477809,0.9967608964340327,4.5501439960390265e-4,-1,9.100287992078053e-4
LRRC40,---+,0.001098034,0.07528035874024311,4.5691377546332624e-4,-1,9.138275509266525e-4
PSMA3,----,0.019225562,0.9999658949792747,4.675613139585259e-4,-1,9.351226279170518e-4
LTBP3,+-++,5.14888e-4,4.7302086792236873e-4,0.8784368636572053,1,9.460417358447375e-4
PDE4B,----,0.019179588,0.9999451126371164,4.7974285366604125e-4,-1,9.594857073320825e-4
MRPL11,-+--,0.002830618,0.876814684715293,4.7975136689663893e-4,-1,9.595027337932779e-4
ZNF462,++++,9.01498e-4,4.8088836820581133e-4,0.9976315302104617,1,9.617767364116227e-4
VPS29,-+--,0.003591105,0.9690948258598621,4.8383956788756695e-4,-1,9.676791357751339e-4
ERCC5,++++,0.015209363,4.893094034303569e-4,0.9997901060709589,1,9.786188068607138e-4
SNX2,-+--,0.001617603,0.9888363268618285,4.896643249314806e-4,-1,9.793286498629612e-4
DGCR14,++++,0.002730431,4.916175992935506e-4,0.9951316690658553,1,9.832351985871012e-4
STK38,++++,0.003930805,4.922632421239031e-4,0.9991819339664003,1,9.845264842478062e-4
ZBTB46,++++,0.00162809,4.939845141119505e-4,0.9994746303718105,1,9.87969028223901e-4
KCNIP2,-+--,7.48034e-4,0.9518925108040255,4.971002300654589e-4,-1,9.942004601309177e-4
TAZ,++++,2.1985e-4,4.971928078159716e-4,0.980474419341391,1,9.943856156319432e-4
CHMP1B,----,0.003456648,0.996264719033205,4.977014138175025e-4,-1,9.95402827635005e-4
PTMA,--+-,0.001949906,0.9677185018763658,4.984070480852219e-4,-1,9.968140961704437e-4
CYFIP2,++++,0.023648315,4.989390872362729e-4,0.9997456433812644,1,9.978781744725458e-4
SOS1,+---,7.2088e-4,0.9793732297199403,5.008521974057662e-4,-1,0.0010017043948115324
MOG,--+-,0.005836049,0.7155414957045696,5.031318173819213e-4,-1,0.0010062636347638427
CCDC25,----,0.001754963,0.9970809760723105,5.048464397371454e-4,-1,0.0010096928794742909
NGEF,-+--,0.001766479,0.5919705797691815,5.095874212846252e-4,-1,0.0010191748425692503
ACOT7,-+--,1.70599e-4,0.766527411181055,5.096175372307834e-4,-1,0.0010192350744615667
CYFIP1,+---,0.001645599,0.8050299724876034,5.124611078402495e-4,-1,0.001024922215680499
UBE2T,-+--,9.147e-4,0.8429035689594295,5.153780225141914e-4,-1,0.0010307560450283828
BRWD1,-+--,0.009062266,0.5173115437185842,5.198163322627246e-4,-1,0.0010396326645254492
NUB1,++++,0.01691161,5.266783486469437e-4,0.9999341316164494,1,0.0010533566972938874
QKI,--+-,0.005673221,0.5199592023447481,5.273200536796125e-4,-1,0.001054640107359225
POLR3A,++++,0.013948596,5.274441889536604e-4,0.9997459196898921,1,0.0010548883779073208
DDHD1,+---,0.002095693,0.8820633708369541,5.305668787591878e-4,-1,0.0010611337575183756
SESN3,----,0.021273034,0.9993070579159389,5.310661223590693e-4,-1,0.0010621322447181387
C1QBP,-+--,3.02996e-4,0.841810356527407,5.359766223628703e-4,-1,0.0010719532447257406
CA8,----,0.027748034,0.9998581537333611,5.400149978793132e-4,-1,0.0010800299957586263
RBM12,----,7.60955e-4,0.9984127646198786,5.420205621961706e-4,-1,0.0010840411243923413
RPA2,----,0.002928652,0.9898599439235433,5.460232054612173e-4,-1,0.0010920464109224347
DIAPH1,++++,0.024561517,5.53147336768661e-4,0.9999740133010397,1,0.001106294673537322
PER1,++++,0.011273408,5.540359780034193e-4,0.9996873780031841,1,0.0011080719560068385
UBL3,----,0.0099627340000000009,0.9970468772868926,5.549690290245078e-4,-1,0.0011099380580490157
RNF170,++++,0.014858333,5.556256663498028e-4,0.9998980333808073,1,0.0011112513326996057
PRPF40A,++++,0.039617603,5.594000060853365e-4,0.9999873397859671,1,0.001118800012170673
KLHL4,----,0.040481461,0.999986131806372,5.647564182850744e-4,-1,0.0011295128365701487
CHCHD1,-+--,0.005442135,0.7578973151180781,5.654737268938851e-4,-1,0.0011309474537877701
ACACB,--++,2.26e-5,5.70806389939357e-4,0.4788443323867643,1,0.001141612779878714
TMTC4,--+-,0.010963202,0.656357952589389,5.771019994924618e-4,-1,0.0011542039989849236
HIST3H2A,----,0.0029397,0.990180452366729,5.815892213509499e-4,-1,0.0011631784427018998
PRPF18,+---,0.005305618,0.9705116293883984,5.863643182709942e-4,-1,0.0011727286365419884
PPP2R4,---+,0.001410019,0.9856197413354832,5.866266196453912e-4,-1,0.0011732532392907825
PRMT5,----,0.003804775,0.9992288416749218,5.867573897457388e-4,-1,0.0011735147794914775
NUP214,++++,0.003887266,5.882228561925621e-4,0.9986693580662876,1,0.0011764457123851241
SLC38A1,----,0.006281367,0.9998178961874694,5.948785509502385e-4,-1,0.001189757101900477
RCSD1,----,0.007933333,0.9999092840833328,5.972952403327951e-4,-1,0.0011945904806655902
PSMD6,----,0.006529494,0.9995256638662655,5.984144175255317e-4,-1,0.0011968288350510635
MAP1A,++++,0.007159738,6.05800842467845e-4,0.997742536899004,1,0.00121160168493569
CEP250,++++,0.001286049,6.062309014364886e-4,0.9972519739174922,1,0.0012124618028729773
GUCY1A3,----,0.003424719,0.9993926201346117,6.099592726394857e-4,-1,0.0012199185452789715
C19orf6,-++-,5.93633e-4,6.166794891854289e-4,0.05360304711610684,1,0.0012333589783708578
DNAJC9,----,0.00308221,0.9986960230844335,6.173767190122107e-4,-1,0.0012347534380244213
CUL7,++++,0.00403764,6.179499350675119e-4,0.9992805173584931,1,0.0012358998701350239
C11orf71,----,5.40262e-4,0.9919954948832092,6.287638295490706e-4,-1,0.0012575276590981411
CBR4,----,0.012405993,0.9965319966730153,6.312936507096218e-4,-1,0.0012625873014192436
TFG,----,0.00394176,0.9994151274710978,6.31518309681285e-4,-1,0.00126303661936257
TGFBR2,----,0.017735955,0.9998204834960328,6.335034472907803e-4,-1,0.0012670068945815605
DBNDD1,++++,0.031026311,6.354279425836236e-4,0.9999781281108742,1,0.0012708558851672472
ZNF446,-+++,0.008436142,6.357677175353481e-4,0.9791720744253445,1,0.0012715354350706961
RHOF,++++,0.001271255,6.359396844112597e-4,0.9946200448802605,1,0.0012718793688225195
SEC61G,----,7.19663e-4,0.9953021257756248,6.366713273320396e-4,-1,0.0012733426546640792
PRRT2,++++,0.004155056,6.378652881908703e-4,0.998971554197565,1,0.0012757305763817406
DTNBP1,++++,0.015240356,6.406566645653772e-4,0.998811819655308,1,0.0012813133291307544
CXorf39,--+-,5.01592e-4,0.9774437091415871,6.435431680568512e-4,-1,0.0012870863361137024
TMEM116,----,0.01498324,0.9982374891591241,6.443471991316508e-4,-1,0.0012886943982633016
SFRS2,+---,0.002494757,0.9818869106497984,6.466759349555325e-4,-1,0.001293351869911065
ATP2B4,++++,0.006337266,6.473049927699183e-4,0.9998480239631203,1,0.0012946099855398365
C3orf38,----,0.027917978,0.9986757023340329,6.560716767388219e-4,-1,0.0013121433534776438
STAT5B,++++,0.001571536,6.598523849010505e-4,0.9992601849419229,1,0.001319704769802101
CKS2,----,0.002347566,0.9969845387175017,6.616630357332835e-4,-1,0.001323326071466567
EEF1E1,-+--,0.002946442,0.9108629337284881,6.63248822291847e-4,-1,0.001326497644583694
NIT2,-+--,0.001029494,0.9804544114629644,6.673035824232886e-4,-1,0.0013346071648465772
ZNF324,-+++,0.007009176,6.679786306323574e-4,0.9258760798705477,1,0.0013359572612647148
VAMP4,----,0.017734457,0.9972476955274592,6.695194729956112e-4,-1,0.0013390389459912225
CAMKK2,+++-,0.002338858,6.711519561881517e-4,0.09308554819219882,1,0.0013423039123763034
GPR88,++-+,0.001426498,6.713341692569763e-4,0.895112559213702,1,0.0013426683385139525
ANK3,--++,6.35e-5,0.026961222338701435,6.718050796787223e-4,-1,0.0013436101593574446
CRY2,++++,0.026424157,6.723009584430422e-4,0.9999265534285336,1,0.0013446019168860844
GAS6,++++,0.005899064,6.742275225390988e-4,0.9998369274520105,1,0.0013484550450781976
C20orf117,--++,7.19757e-4,6.805178591386719e-4,0.42817321054780033,1,0.0013610357182773439
CCT4,-+--,0.002097566,0.9710995354068456,6.809315795153624e-4,-1,0.0013618631590307248
RASEF,++++,0.014597097,6.824336718136508e-4,0.9994715584764533,1,0.0013648673436273016
ZFYVE16,--+-,0.002461798,0.7437140183736115,6.82906052744372e-4,-1,0.001365812105488744
GLS,+---,0.016079775,0.9814337591656834,6.855632572921036e-4,-1,0.0013711265145842071
NLN,++++,0.002119382,6.898165827355682e-4,0.9941280662864289,1,0.0013796331654711365
ATP6V0D1,-+--,0.003259176,0.8042417206096949,6.909408991640759e-4,-1,0.0013818817983281518
CNTN1,-+--,0.01234382,0.5717607158066593,6.9370207629825e-4,-1,0.0013874041525965
TUBG1,-+--,4.30524e-4,0.899067626226393,6.937824219291444e-4,-1,0.0013875648438582888
DLG3,+---,0.006011517,0.7645057430083444,6.968876744897653e-4,-1,0.0013937753489795307
AIF1,----,0.004315262,0.9978649701207982,6.995599258193616e-4,-1,0.0013991198516387232
HIST1H2BK,----,0.006744476,0.9997172427797728,7.006165597691164e-4,-1,0.0014012331195382328
SLC4A7,----,0.00933118,0.9997699612065404,7.015726386508581e-4,-1,0.0014031452773017163
CNOT3,++++,0.019714513,7.035598257652646e-4,0.9998431818251946,1,0.0014071196515305293
C22orf39,-+-+,2.17228e-4,0.26235540320198947,7.048142945782654e-4,-1,0.0014096285891565309
CALCOCO1,+-++,0.002503558,7.061489723266289e-4,0.9578319406956248,1,0.0014122979446532578
FUT8,--+-,0.003792228,0.895750813655086,7.061964442407505e-4,-1,0.001412392888481501
ITIH5,----,0.02252397,0.9999723658726578,7.077095547304333e-4,-1,0.0014154191094608666
MYSM1,----,0.009322191,0.9999279277405522,7.138476957910575e-4,-1,0.001427695391582115
ENPP2,--+-,0.009012266,0.7272570240151008,7.197640969972983e-4,-1,0.0014395281939945967
B3GALT6,++++,0.017979775,7.201776159647505e-4,0.9999512352504932,1,0.001440355231929501
TMEM85,++--,0.00213839,0.8287996593483595,7.208022062179693e-4,-1,0.0014416044124359387
HNRNPC,----,0.004691854,0.9997313153970333,7.231026121408023e-4,-1,0.0014462052242816047
COL4A1,++++,0.013360768,7.245206701688101e-4,0.9961921551710183,1,0.0014490413403376202
LASP1,-+--,8.14e-5,0.8753850216236697,7.256189888843224e-4,-1,0.0014512379777686449
MBTPS1,+++-,0.003410861,7.275513923797483e-4,0.9809721295879859,1,0.0014551027847594965
UXT,----,0.009147472,0.992995045795939,7.279604868190667e-4,-1,0.0014559209736381333
ACTR10,-+--,0.00143839,0.9359305750974197,7.304963026039378e-4,-1,0.0014609926052078755
YIPF5,----,0.01222294,0.9988926029401044,7.311621931378657e-4,-1,0.0014623243862757313
TNIP2,++++,0.006398315,0.00073909070619093025,0.9997424253115449,1,0.0014781814123818605
BXDC5,----,0.015132865,0.9998842585911786,7.39685662741528e-4,-1,0.001479371325483056
FOLH1,--+-,0.002446161,0.6256075459250862,7.416755489697419e-4,-1,0.0014833510979394837
CHST6,--++,2.58333e-4,7.418616302716318e-4,0.04425972287342335,1,0.0014837232605432636
JPH3,++++,0.023311985,7.424937438904602e-4,0.9999723008894992,1,0.0014849874877809204
MANEA,----,0.028195693,0.9996969779552336,7.447461386749168e-4,-1,0.0014894922773498337
MOSPD2,----,0.001976404,0.9990297963251453,7.448086955932035e-4,-1,0.001489617391186407
PLEC1,+++-,5.6264e-4,7.470600189584205e-4,0.9847875278333893,1,0.001494120037916841
ALMS1,++++,0.007134457,7.498699030759456e-4,0.9952361931032698,1,0.0014997398061518913
ST3GAL4,++++,0.002865169,7.589731325513823e-4,0.9930145149999159,1,0.0015179462651027647
C15orf41,++-+,0.006865356,7.592937588471417e-4,0.9727411348690552,1,0.0015185875176942833
TPPP,+-++,0.015498876,7.59803643470939e-4,0.9924834454504179,1,0.001519607286941878
SUZ12,++++,0.00749897,7.650334737612374e-4,0.9997277674490667,1,0.0015300669475224748
C1orf74,----,0.016808614,0.9985412541229386,7.689726701233746e-4,-1,0.0015379453402467492
IPO8,+-++,0.011783708,7.706878174725865e-4,0.8309340631676989,1,0.001541375634945173
UBE2N,----,0.003178371,0.9776174641474623,7.710367908800871e-4,-1,0.0015420735817601742
RAB28,----,0.013828558,0.9984869898124,7.7123298498713e-4,-1,0.00154246596997426
CXADR,----,0.002217884,0.9992779537628258,7.744117875354142e-4,-1,0.0015488235750708284
SULF1,--+-,0.011260768,0.9648113061845572,7.752123977509634e-4,-1,0.0015504247955019268
GRIA3,++++,0.018990075,7.838792930760189e-4,0.9998909702557321,1,0.0015677585861520378
RBM26,----,0.006044757,0.9994831733715018,7.884454330985032e-4,-1,0.0015768908661970063
RBBP6,++++,0.020489794,7.884913761289669e-4,0.9998274924220336,1,0.0015769827522579339
EXOC6,-+--,0.002013764,0.3278532190097252,7.899049426928342e-4,-1,0.0015798098853856684
TRRAP,+-++,0.001247753,7.910939469928696e-4,0.7633518432095497,1,0.0015821878939857393
CUGBP1,++++,0.005277434,7.948884236180789e-4,0.9948184977275824,1,0.0015897768472361577
NNT,----,0.011050375,0.999922961918507,7.976763513362057e-4,-1,0.0015953527026724113
MAF,----,0.001806367,0.9890825701507716,8.015631803826328e-4,-1,0.0016031263607652656
LRFN4,++++,0.02045824,8.0290109834092e-4,0.9995852402486873,1,0.00160580219668184
ZBTB43,++++,0.002044288,8.043296397473668e-4,0.9987782815127577,1,0.0016086592794947337
COPS8,-+--,0.009573596,0.8284682993049692,8.09596163950787e-4,-1,0.001619192327901574
STAM2,----,0.008732772,0.9997837313282552,8.136930017986603e-4,-1,0.0016273860035973206
TMEM98,--+-,0.012236049,0.8627385883391699,8.175917833368084e-4,-1,0.0016351835666736168
HAPLN1,+---,5.35581e-4,0.9073426034054967,8.202073390964765e-4,-1,0.001640414678192953
ATXN10,-+--,0.001708333,0.8892643961307348,8.307026953159937e-4,-1,0.0016614053906319874
KCTD2,++++,0.026782022,8.337780961288082e-4,0.9999276990384347,1,0.0016675561922576165
CBARA1,++++,0.020896067,8.355759001276216e-4,0.9998783537743184,1,0.0016711518002552432
KIAA0664,++++,0.007135019,8.371833412611442e-4,0.987064014942497,1,0.0016743666825222883
FASN,----,0.036936798,0.9998752280290267,8.382360702671281e-4,-1,0.0016764721405342561
SFI1,++++,0.017849813,8.408187156039937e-4,0.999930019459927,1,0.0016816374312079874
GNG3,++--,3.12266e-4,0.8228050245572209,8.416033130108381e-4,-1,0.0016832066260216761
C1orf61,----,2.84644e-4,0.9650870421711907,8.43227111182853e-4,-1,0.001686454222365706
RBM18,-+--,0.003553839,0.973252369628564,8.479376000354916e-4,-1,0.0016958752000709831
CLCN4,----,0.001162734,0.9970603402610114,8.487882663560588e-4,-1,0.0016975765327121176
DDX52,---+,7.8633e-4,0.8064480488516423,8.514770828955947e-4,-1,0.0017029541657911894
MGC42105,++++,0.024142416,8.520616388873046e-4,0.9994239717144303,1,0.0017041232777746092
RNF24,++++,0.050536517,8.536507636263661e-4,0.9999769303018249,1,0.0017073015272527322
PCSK1,----,0.004344663,0.99028591626108,8.57554030067661e-4,-1,0.001715108060135322
PAPD4,---+,0.001098408,0.5041937440918826,8.589951925752428e-4,-1,0.0017179903851504857
PDHB,----,0.008151404,0.9997741699281724,8.629792167511614e-4,-1,0.0017259584335023229
PGF,++++,0.002749813,8.667522897568124e-4,0.9975053723082474,1,0.0017335045795136249
TRMU,+++-,0.004400375,8.672288684212387e-4,0.9802226986831346,1,0.0017344577368424775
PTPRO,+---,0.002272378,0.8808226195608905,8.696897344137989e-4,-1,0.0017393794688275977
PACRG,+---,0.002227528,0.7187398062445987,8.706991129642635e-4,-1,0.001741398225928527
HIAT1,----,0.014732678,0.9997532508046943,8.770471134391693e-4,-1,0.0017540942268783387
SFT2D1,----,0.010585487,0.9990926978191585,8.844286054582841e-4,-1,0.0017688572109165683
DNAH1,++++,0.028159738,8.844387824862604e-4,0.9974062713435589,1,0.0017688775649725209
LAPTM4B,----,0.00636133,0.9931682308445142,8.862974263903808e-4,-1,0.0017725948527807615
C11orf68,++++,0.02437603,8.972177902973165e-4,0.9997263393966571,1,0.001794435580594633
AMFR,----,0.045685955,0.9999494497651704,8.98591278060736e-4,-1,0.001797182556121472
SYPL1,----,0.028101124,0.999813500623,9.010570223967196e-4,-1,0.0018021140447934392
DVL1,++-+,9.07e-5,9.01270021496695e-4,0.7885027868419793,1,0.00180254004299339
STOX2,++++,0.018912828,9.021729692148098e-4,0.9998958902390417,1,0.0018043459384296196
